KID,LIV
Cdh11,Ccdc124
Rnf24,Plod1
Tbc1d16,Ero1l
Krit1,Ttc7
Bmpr2,Enpp3
Tbc1d23,0610009D07Rik
Mgst3,Epb4.1l4b
Mid1,Fam20b
Ywhah,Pus7l
Edem3,1700040L02Rik
Ppox,Unc79
Tmem5,Slc25a45
Impa2,Dgcr14
C1qtnf7,Spry1
B3galt6,Mkrn1
Csda,Osgep
Nkiras1,Zfp952
Plac8,Glt8d1
Wdr82,Zbtb44
Zfp259,Prkag2
Fam82b,Ap3d1
Thrsp,C8g
Sigirr,2610001J05Rik
Xylt1,Rdh10
Farsb,Agpat2
Fam125a,Mylk
Fabp3,Gpd2
Cyp2j5,Gtf2h3
Lphn2,Appl2
Osbpl8,Ifnar2
Dlgap1,Adck5
Col4a3,Uqcrh
Il17rb,Paics
Thsd7a,Tbc1d2
Cdk18,Git1
Haus4,Ssbp1
Mas1,Zfp51
Gm853,Nedd1
Lyz2,Dhx32
Uroc1,Pitrm1
Ifi44,Marf1
Slc39a10,Sfxn2
Hmgn2,Tubb4b
Atp1a2,Polr1e
Hsd11b2,Nubp2
Slc9a4,Ndufs8
Bicd2,Camk2n1
Dbt,Nop16
Nkx6-1,Bhlhb9
Ppp1r16a,Sun2
Igsf11,Rap2a
Slc4a11,1700084J12Rik
Hnf1b,Prkx
Ccrl2,Slc43a1
43350,Tspan9
Eea1,Gem
Erh,Jmjd1c
Tmem87b,Dynlt3
Ly6f,Tmem170
Map3k6,Zcchc11
Srsf10,Rnaseh2a
Spata5,Tab3
Ilk,Ptafr
Trappc2,Dio1
Ugt2b34,Ang2
Slc5a3,Gm11437
Snrnp200,Lrrc58
Stard7,Krtcap2
Pax8,Chmp2b
Polg2,Usp31
Ubxn4,Rmnd5b
Pttg1ip,Stpg1
R3hdm1,Eef2
Zfp953,2610029I01Rik
Rragd,Sec22b
Mcoln3,Csnk1d
Paqr7,Ergic2
Farsa,Apeh
Abhd16a,Enpp6
Dhx36,Rap1b
Vars2,Uba52
Add1,Itsn2
Slc3a2,Wwtr1
Lrrc1,Cth
Xylb,Dcaf12
Palm,Rab4b
Lims2,Bcor
Pbld1,Pcna
Fam45a,Ypel3
Dnm3,Tpgs2
Acsf3,Mtap
Miox,Mast3
Mbip,Ccdc126
Vps72,Atxn2
Bcl7a,Polr3k
Slc9a3,Rreb1
Tmem237,Tbc1d16
Atg4c,Krit1
Pnpla6,Mgst3
Pou6f2,Smarcb1
Mllt4,Hsd17b10
Abcf1,Ywhah
Msrb2,Ppp2r4
Dcdc2c,Lingo4
Xpa,Romo1
S100a1,Olfr1428
Pex19,Solh
Cyb5r4,B3galt6
Elp4,Csda
G630090E17Rik,Nkiras1
Nr2c1,Mrrf
Gabrb3,Slc39a9
Zkscan17,2610029G23Rik
Cntnap5b,Wdr82
Apbb3,Mrpl12
Bbc3,Pomt1
Dact1,Thrsp
Phf10,Cd151
Mto1,Sigirr
Cerkl,Farsb
Gm5567,Arhgef9
Ifngr2,Fam125a
Slc16a6,Irak4
Armcx1,Gpr110
Adssl1,Fbxo22
Dis3l,2410018M08Rik
Shank2,Invs
Ak3,Faim
Tfg,Kcnk10
N6amt1,Cyp2j5
Dmpk,Lphn2
Stk24,Dlgap1
Wdr48,Camkmt
P2ry2,9630033F20Rik
Aox4,Gas2
Tmtc4,Ncoa6
Slc4a7,Atp5a1
Fam126b,Ralgapa2
Slc16a13,Cdk18
Tmem106a,Cox5b
Trmt10c,Uroc1
Ralbp1,Slc39a10
Cmpk1,B3gat3
Exoc3l2,Rpgrip1l
Pbx1,Atp1a2
Zswim1,Mafb
Spsb2,Psme2
Cpox,Ung
Wipi1,Rexo2
Pdhx,Dbt
Pydc3,Grhpr
Amigo2,Glt25d1
2010107H07Rik,Ergic1
Gaa,Nmnat1
1110021L09Rik,Igsf11
Cdk6,Aph1b
Pitpna,Hnf1b
Ccnd1,Mapk11
Slc43a2,Ccrl2
Lekr1,Dlg3
Nudt19,43350
Atpaf1,Ptms
Cpt1a,Pet112l
Cetn3,Deb1
Ppp1r11,Ilk
Mycbp,Hdac10
Rasa2,Mvk
Kctd21,Trappc2
Zfp707,Ugt2b34
Fam92a,Slc5a3
Pip5k1b,Snx1
Ednrb,Snrnp200
Rgs10,Slc25a39
Atp7a,Stard7
Dsc2,Morc3
Mfsd8,Angel2
Itga8,Ubxn4
Wls,Esrp2
Eif4g2,Pttg1ip
Plscr3,Lrp1
Slco1a6,Paqr7
Exoc2,Farsa
Mgat4b,Dhx36
Zwint,E130116L18Rik
Xpr1,Add1
Lrrc16a,C5ar1
Me2,Rpl13a
Klhl7,Slc3a2
Zfp595,Cecr6
Car5b,Xylb
Tstd2,1600029D21Rik
Lyrm5,Haus5
Tram2,Trim13
Vezf1,Pbld1
Acly,Fam45a
Zcchc17,Gclc
Mrpl15,Acsf3
Sh3bgrl2,Ang6
Naf1,Ntn3
BC052040,Mbip
Taf1,Klhdc10
Ssr2,Vps72
Txnrd3,Trim71
Hectd3,Bcl7a
Spats2,Suox
Mdfic,Atg4c
D930015E06Rik,Chac2
Ptp4a3,Pnpla6
Gnpda2,Ddx6
Kazn,Mllt4
Cpeb3,Tmem176a
Ebpl,Abcf1
C130074G19Rik,Psmc1
2510039O18Rik,Msrb2
Adamts1,Xpa
0610040J01Rik,S100a1
4931422A03Rik,Gm10722
Gns,Cd59a
Hist2h2aa1,Gpd1l
B4galt5,Elp4
Slc16a10,G630090E17Rik
Cdkl1,Fam120b
Lnx2,Gimap4
Zbtb33,Ctnna2
Slc5a6,Edf1
Ptp4a1,Slc27a2
Rhobtb1,Zkscan17
Gbp7,Dact1
Fxyd4,Sdr42e1
Map2k1,Mto1
Srxn1,Cerkl
Arl8b,Ifngr2
Sun3,Mug2
Ell2,Slc16a6
Chrdl2,Dis3l
Srsf1,Rpsa
Slc9a3r1,Pm20d1
Tmem200b,Shank2
Maf1,Ak3
Cml3,Fxyd5
Tmem86a,N6amt1
Dach1,Stk24
Pld5,Mrpl4
Acat2,Wdr48
Zfp260,P2ry2
Neu2,Tmem104
Usp33,1700021K19Rik
Gorab,Ankrd17
Hnrnpu,Slc4a7
Trp53inp1,Fam126b
Nosip,Phtf2
Rbks,Mbd3
Tsr2,Exoc3l2
4930430F08Rik,Prim1
Nfil3,Rspo3
Npr3,Zswim1
Atp2b1,Spsb2
Tmem252,Defb2
Zdhhc4,Cpox
Mocs2,Amigo2
Speer2,Anxa5
Mettl16,Zfp62
Smyd4,Chchd5
Ints12,Gaa
Trmt2b,Xaf1
Leprel1,Tysnd1
Upf2,Tars2
Ubfd1,1110021L09Rik
Pdpk1,Cdk6
Eif2s2,Prhoxnb
Cpeb4,Pitpna
Zc3h7b,Ccnd1
Rngtt,Gsta1
2810453I06Rik,Ndufa3
Snrpf,Cpt1a
Fbxo21,Cetn3
Acnat1,Ppp1r11
Hook1,Mycbp
Lonrf1,Mfsd7b
Yipf4,Rasa2
Cdc34,Alox12b
Myo1d,Kctd21
Mbtd1,Zfp707
Tctex1d2,Tbcel
2810008M24Rik,Tmco6
Pwp1,Akt1
Rsf1,Fndc4
Zfp212,Cinp
Vamp8,Mdm2
Zbtb41,Psd4
Zfp438,Dsc2
Ttc30b,Mfsd8
Tek,Itga8
Cc2d2a,Prickle3
Ankrd50,Cep120
Il17c,Slco1a6
Mllt10,Cdkn2b
C1s,Stat2
Cxcr7,Xpr1
Col15a1,Nt5m
Brip1,Slco1b2
Frrs1,Klhl7
Abhd3,Sip1
Rraga,Suclg2
Cacng4,Zfp513
Polr2e,Slc24a6
D14Ertd668e,Car5b
Snca,Dnajc18
Hist2h2be,Lins
Cap1,Wdr83
Agphd1,Lyrm5
Atl2,Vezf1
Tmem64,Ankrd39
Zfp54,Acly
Abcd4,Umps
Ermp1,Zcchc17
Magoh,Mrpl15
Amacr,Sh3bgrl2
Man2c1,Armc2
BC057079,BC052040
Mrps35,Zfp174
Nol7,Arsa
Fam129a,Taf1
Dcn,Hist1h4d
Braf,1110008L16Rik
Tmem159,Ssr2
Tspan1,Cs
Syncrip,Spats2
Prr15,Mdfic
Abcg1,Kat2b
Cnpy4,Gnpda2
Fem1b,Gm10709
Vamp2,C130074G19Rik
Gm12258,Tmem147
Dynll1,0610040J01Rik
Serinc5,Gns
Smc1a,Dennd4b
Ltbr,Hist2h2aa1
5730508B09Rik,B4galt5
Dock4,Tbc1d2b
Zw10,Lnx2
Mysm1,Ptpn6
Hnrnph2,Eif2b1
Fastk,Slc5a6
Cenpq,Tnks2
Ttc13,Ptp4a1
Slc45a4,Cyp2b10
Adar,Rhobtb1
Plaa,Pdcd11
Gabbr1,Map2k1
Slc25a25,Ddx52
Usp22,Srxn1
Faah,Arl8b
Mettl13,Sun3
Ldlr,Rrm2
Rab3ip,Epas1
43354,Srsf1
Cldn10,Ccnk
Chka,Slc9a3r1
Dapk1,Chek2
Tmem144,Xpo6
D030056L22Rik,Maf1
Tut1,Cml3
Fbln1,Tmem86a
Zc3h7a,Dach1
Dqx1,Acat2
Ccnh,Itpkb
Ankra2,Neu2
Ptprk,Prmt7
Cdr2,Jhdm1d
Gm10845,Pilra
Pcdh18,Slc52a2
Zfand1,Atg13
Kdelr3,Tsr2
Itgb5,Fbxo34
Ppp1r16b,4930430F08Rik
Sstr5,Bnip3l
Casd1,Nfil3
Mtmr1,Psmd7
Hspe1,Zdhhc4
Fbxw2,Wibg
Sema3g,Mocs2
Krt14,Mettl16
Adamtsl5,Ints12
Vcam1,Sh3glb1
Sec24a,Pip4k2c
Wdr12,9130230L23Rik
Crxos1,Cpeb4
Spryd7,Rngtt
Mettl9,Cchcr1
Olfm3,2810453I06Rik
Prosc,Fbxo21
Serf2,Acnat1
Hcfc2,Hook1
Aqp9,1600002H07Rik
Lrig2,Lonrf1
Bhlhe40,Irf9
Fas,Cdc34
Cenpc1,Myo1d
Kcnip3,Mbtd1
Ephx1,Fam187b
Lrrc52,Sort1
Mapk6,Robo4
Cldn4,Hdac8
Xpc,Robo3
Nckap1,Zfp868
Dpf2,Gstcd
Elmo2,Hs3st3b1
Matr3,Stambp
Syt17,Pitpnc1
Dus4l,Stat5b
F2r,Vamp8
Tardbp,Ccdc152
Gulp1,Zfp438
H2-Q1,Akap8l
Pde5a,Tek
Hoxb6,Aes
E130304I02Rik,Cc2d2a
Aox3,Ankrd50
Pdzrn4,Rps21
Aldh8a1,Vtcn1
Prnd,Afg3l2
Sh2b3,Slc25a32
Slc35f5,Hs2st1
Spice1,Sqstm1
Sncg,Brip1
Mrps25,Frrs1
Kctd9,Endog
Svip,Abhd3
Hspa4,Suds3
Aqp1,Polr2e
Depdc1b,Fam89a
Ccnc,E2f8
Cep350,Ak2
Cldn16,R3hcc1
Rdx,Adh7
Gm9982,Smap2
Sulf2,Sorbs3
Zfp397,Snca
Myo3b,Hist2h2be
Elovl6,Tbc1d25
Nicn1,Agphd1
Rabggtb,Tmem64
Rgs6,Tnpo2
Mlph,Zfp54
Smarcal1,Abcd4
D4Wsu53e,Pold4
Zc3h8,Ndufb5
,Amacr
,BC005537
,BC057079
,Gm4951
,Nol7
,Epc1
,Agxt
,Abhd8
,Gng4
,Gapdh
,Poglut1
,Gss
,Trip13
,Cnpy4
,Vamp2
,Apoa5
,Dynll1
,Serinc5
,Serpinb6e
,Dock4
,Zw10
,Mysm1
,Phb
,Polk
,Aldh1l1
,Cenpq
,Rapgef4
,Triap1
,BC057022
,5033414D02Rik
,Zfp68
,Ngfr
,Ppap2b
,Slc45a4
,Adar
,Hfe
,Usp22
,Dcaf13
,Gkap1
,Slc19a1
,Ldlr
,43354
,Gm9791
,Gnpat
,Ppp3ca
,Copz2
,Cwc22
,Chka
,Dapk1
,Slc15a5
,Tmem144
,Asb8
,Adh4
,Fgf15
,Dqx1
,Ccnh
,Cttn
,Rad9b
,Hsd3b4
,Ptprk
,Zfand1
,Ccdc111
,Itgb5
,Ppp1r16b
,Aco1
,Aspdh
,Eno3
,Rpl22
,Dcaf12l1
,Ddx31
,Hspe1
,Zfp652
,Hibadh
,Rps26
,Smoc1
,Sowahb
,Pnkp
,Il11ra1
,Cdk20
,Park7
,Dstyk
,Keg1
,Prkacb
,Vcam1
,Slc19a2
,Hist1h2bh
,Sec24a
,A2m
,Gpc2
,Wdr12
,Spryd7
,Usp16
,Scly
,Arsb
,Serf2
,Ropn1l
,Aqp9
,Lrig2
,Fas
,Cenpc1
,Arl13b
,Laptm4b
,Smarcc2
,Ranbp2
,Pex16
,Srd5a2
,6330416G13Rik
,Ephx1
,Mapk6
,Zfp64
,Nup50
,Slc39a4
,Babam1
,Dpf2
,Elmo2
,Dpysl5
,Exosc1
,Dus4l
,Cln3
,Tardbp
,Jub
,Dnase1l3
,Daxx
,Aox3
,Mtus1
,Aldh8a1
,Sh2b3
,Gjc1
,Pth1r
,Slc35f5
,Mrps25
,Kctd9
,Pelp1
,Fsip1
,Ccnc
,Exd2
,Zbtb10
,Rdx
,Gm9982
,Lcp1
,Thoc7
,Elovl6
,Mcoln1
,Ppp1r14b
,Igfbp2
,Coro2b
,Nicn1
,Rabggtb
,Smarcal1
,Zc3h8
,Taf9
,Mttp
