ADR,AOR,BFAT,BST,CER,HEA,HYP,KID,LIV,LUN,MUS,WAT
,,C130074G19Rik,,,,,Lox,L3mbtl3,Sntn,,
,,Gns,,,,,Emcn,Ccdc57,D930020B18Rik,,
,,Rpl8,,,,,Ralb,Ces1d,Serinc3,,
,,Ptpn13,,,,,Cnih,Pds5a,Pla2r1,,
,,Slc5a6,,,,,Avp,Mmachc,Atp1a1,,
,,Cyp2b10,,,,,Plin2,Stxbp6,Arpc3,,
,,Rhobtb1,,,,,Ccdc64,Zfp810,Aamp,,
,,Wtip,,,,,Noa1,D6Wsu116e,Fam154b,,
,,Sobp,,,,,Odf2,Rhou,Hs3st1,,
,,Epas1,,,,,Ino80,Zfp276,Git2,,
,,Lgals1,,,,,Pip5k1c,Crlf2,Clic5,,
,,Maf1,,,,,Bace1,Gnl1,Pdgfb,,
,,Cml3,,,,,Bpifc,Ranbp10,Nqo1,,
,,Zfp408,,,,,Them4,Cept1,Ccdc110,,
,,Acat2,,,,,Ccdc80,Dnajb14,Gart,,
,,Itpkb,,,,,Ptcd2,Rpl21,Cd302,,
,,Tnni2,,,,,Pyhin1,Cndp2,Tmem136,,
,,Fancm,,,,,Fam164c,Cry1,Fjx1,,
,,Neu2,,,,,Tenc1,Gja10,Dynlrb2,,
,,Slc52a2,,,,,Pola2,Sord,Htatip2,,
,,4930430F08Rik,,,,,Hist1h4f,Alkbh2,Ndufs2,,
,,Nfil3,,,,,Bet1,Gphn,Trim37,,
,,Sympk,,,,,Gm904,Sec13,Morf4l1,,
,,Idh2,,,,,Slc25a26,Nptn,Tspan32,,
,,Mettl16,,,,,Osbpl5,Akap17b,Adipor1,,
,,Vwa2,,,,,Klhdc8a,Clic4,Ppm1k,,
,,Ints12,,,,,Fam19a5,Mr1,Gm5546,,
,,Leprel1,,,,,Prkar2b,Ttpal,Calml4,,
,,Sgcg,,,,,Spata17,Clk4,Gucy1a2,,
,,Olfr855,,,,,Olfr1396,Rbbp5,Hus1,,
,,Cpeb4,,,,,Lmtk2,Zfp273,Prpsap1,,
,,Mdga1,,,,,Mmaa,2810021B07Rik,Upk1b,,
,,Zc3h7b,,,,,BC023829,Arhgef37,Apbb2,,
,,Rngtt,,,,,Scfd1,Otud6b,Kdm2a,,
,,2810453I06Rik,,,,,Tmem108,Cml5,Papss2,,
,,Fbxo21,,,,,Fam176a,3110003A17Rik,Cpsf3,,
,,Hook1,,,,,Ndufab1,Ube2k,Scel,,
,,Il34,,,,,Ppat,Anp32e,Slc25a35,,
,,Lonrf1,,,,,Coq4,Ap1ar,Nlrp1b,,
,,Cd55,,,,,Ppard,Ctnnd2,Slc27a6,,
,,Mlf1,,,,,Ttc7b,Odc1,Spag1,,
,,Cdc34,,,,,Il5ra,Nrip1,4930485B16Rik,,
,,Myo1d,,,,,Atp6v1b1,Por,Fbxo30,,
,,Mkrn2,,,,,Usp14,Edem2,Ces1e,,
,,Mbtd1,,,,,Plekhm2,Rpl29,Nmt2,,
,,Foxo4,,,,,H3f3b,Smcp,Ppp1r12c,,
,,Polr1c,,,,,Sox17,Insr,Hsp90b1,,
,,Brd2,,,,,Sema6a,Ddit4,Gtsf1l,,
,,Trim72,,,,,Slc46a3,Abcb1a,Gm10109,,
,,Gstz1,,,,,Atp2a2,Nr4a2,Ncoa3,,
,,Stambp,,,,,Dock2,Sys1,Actr5,,
,,Akap8l,,,,,Fam13b,Mal2,Mecp2,,
,,Aes,,,,,Brd4,Chchd7,Ncald,,
,,Ankrd50,,,,,Samd12,Tspan33,Snai2,,
,,Scn1b,,,,,Zfp948,Clmn,Cmpk2,,
,,Olfr1124,,,,,Zfp677,Ccl25,Tmem222,,
,,Rab3d,,,,,Tmem69,H2-T24,Cacna1c,,
,,Syf2,,,,,Zfp146,Vps13a,Fam178a,,
,,Ccdc62,,,,,Pex2,Ccdc107,Echs1,,
,,Col15a1,,,,,Cdk2ap2,Bivm,Cdadc1,,
,,Endog,,,,,Pddc1,Cnpy3,Tmem212,,
,,Abhd3,,,,,Nfib,Nudt16,Wbscr27,,
,,Eya4,,,,,Pou3f3,2900097C17Rik,Impdh2,,
,,Ak2,,,,,0610030E20Rik,Gabarapl1,Foxf1,,
,,D14Ertd668e,,,,,Mitf,Swsap1,Slc16a12,,
,,Snca,,,,,Dip2c,Bcs1l,Dctn4,,
,,Agphd1,,,,,Ap1s2,Rcor1,Mesdc2,,
,,Tmem64,,,,,Tubg1,Galnt2,Retsat,,
,,Tnpo2,,,,,Olfr570,Fam123b,Atraid,,
,,Smpd3,,,,,Gspt1,Sirt5,Slc25a38,,
,,Tapbpl,,,,,Svs3a,Mettl3,Anapc5,,
,,1700055D18Rik,,,,,Sgpp1,Acacb,Il10rb,,
,,Me1,,,,,Tmem229a,Dsg1a,Fbxw10,,
,,Mrps35,,,,,Parp10,Pdlim1,Parp3,,
,,Fam129a,,,,,Tsku,Dnajc9,Arih1,,
,,Braf,,,,,P4hb,Hook2,Mt1,,
,,Abhd8,,,,,Npnt,Etohi1,Exoc6b,,
,,Gapdh,,,,,Tmem70,Prcp,Dnahc7b,,
,,Fem1b,,,,,Plcb1,D17Wsu92e,Ptcd1,,
,,Vamp2,,,,,Pnpla3,Magea6,Il6ra,,
,,Trp63,,,,,Iqcf5,Casp9,Cd79b,,
,,Dynll1,,,,,Plekhf2,Ccdc138,Crispld1,,
,,Agbl1,,,,,Krtap13-1,Alkbh3,6030445D17Rik,,
,,Ltbr,,,,,Blm,Nhlrc2,Ndufa4,,
,,5730508B09Rik,,,,,Kat5,Gpn1,Slpi,,
,,Mysm1,,,,,Csad,Homer2,Zdhhc3,,
,,Aldh1l1,,,,,Elk3,Atg10,Hat1,,
,,5033414D02Rik,,,,,Lrif1,Mertk,Farp2,,
,,Ppap2b,,,,,Pcbp3,Ano6,Tmem205,,
,,Hfe,,,,,Mpp4,Mdp1,Pof1b,,
,,Usp22,,,,,Gk5,Echdc3,Zbtb8a,,
,,Gkap1,,,,,Tmem45b,Rabl6,Slc25a20,,
,,Ndfip2,,,,,Fam102a,Fgf10,Nrbp2,,
,,Slc19a1,,,,,Rnmt,Tcp11l1,4930425F17Rik,,
,,Ldlr,,,,,Erbb2,Pex3,Cpt1b,,
,,Rab3ip,,,,,Zfp182,Spsb3,Tspyl3,,
,,43354,,,,,Arhgef10l,Med31,Fermt3,,
,,Gm9791,,,,,Preb,Kifc3,Enpep,,
,,Gnpat,,,,,Golga1,Atp5h,Pcbp1,,
,,Dapk1,,,,,Tbc1d10a,Ccdc167,Fnip1,,
,,Uhrf1,,,,,Capn1,Pttg1,Fkbp14,,
,,Olfr803,,,,,Creb1,Mettl15,Oprd1,,
,,Chpf2,,,,,Sumo3,Nap1l1,Efemp2,,
,,Cmtm4,,,,,Sema4a,Emcn,Cry2,,
,,Fbln1,,,,,Car2,1110018G07Rik,AW555464,,
,,Cttn,,,,,Rnf43,Prss53,Smarcd1,,
,,Rad9b,,,,,Nek8,Cnih,Oxct1,,
,,Zfand1,,,,,Dennd4c,Tcea3,Zmynd12,,
,,Kdelr3,,,,,Rps10,Cherp,Slc11a2,,
,,Eif2b2,,,,,Rnf144a,C6,Adam23,,
,,Itgb5,,,,,Cep290,Plin2,Zfp248,,
,,Ppp1r16b,,,,,1810008A18Rik,Noa1,Pcdh1,,
,,Eno3,,,,,Dgkh,Med15,Kif26b,,
,,Nbea,,,,,Acot4,Ino80,Gmfg,,
,,Zfp827,,,,,Nckap5,Bace1,5430419D17Rik,,
,,Zfp652,,,,,Syt1,Atp5d,Tgfa,,
,,Smoc1,,,,,Dnajc3,Aldh1a7,Inf2,,
,,Sema3g,,,,,Per2,Cyp3a25,Qars,,
,,Dnajc25,,,,,Ahsa2,Pias1,Mcfd2,,
,,Adamtsl5,,,,,Nadsyn1,Rabgef1,Rbbp9,,
,,Nova1,,,,,Nfatc3,BC068281,2900092E17Rik,,
,,Park7,,,,,Krt7,Tenc1,Prkcz,,
,,Sec24a,,,,,Abcc8,Irs2,Smurf1,,
,,Spryd7,,,,,Vdac2,Slitrk1,Wac,,
,,Ffar2,,,,,2310044G17Rik,Hist1h4f,Rcan3,,
,,Cdkn1b,,,,,Gm17305,Camk2g,Anapc16,,
,,Tmem182,,,,,Acer3,Bet1,Cyp4f39,,
,,Serf2,,,,,Dnpep,Zfand3,Zfp385b,,
,,Lrig2,,,,,Fat1,Plscr1,Ubr2,,
,,Laptm4b,,,,,Clns1a,Tmem120b,Cyp26b1,,
,,Pex16,,,,,Pknox1,Cep72,Fndc9,,
,,Ephx1,,,,,Hnrnpa1,Ttc23,Mpdu1,,
,,Tmem186,,,,,Rnf32,Slc25a26,Mcart6,,
,,Xpc,,,,,Trim46,Osbpl5,Prrg3,,
,,Gm10033,,,,,Sult1a1,Maea,Pappa,,
,,Chmp1a,,,,,Kctd2,Klhdc8a,43160,,
,,Zfp64,,,,,Apoo,Rgp1,Gtpbp2,,
,,Elmo2,,,,,Cebpg,Mmaa,Cyfip2,,
,,Sox6,,,,,Fbxo10,Usp54,Nrp1,,
,,Cln3,,,,,Nbr1,BC023829,Pkhd1l1,,
,,C2cd3,,,,,Oscp1,Lpl,Csrnp2,,
,,Clec3b,,,,,Cav1,Fam176a,Abca3,,
,,Fbxo7,,,,,Nup35,Ndufab1,Slc1a5,,
,,Sh2b3,,,,,Acnat2,Ppat,Arhgap28,,
,,Gjc1,,,,,9430097D07Rik,Atg12,Zeb2,,
,,Slc35f5,,,,,Prpf18,Coq4,F11r,,
,,Sncg,,,,,Ttc39b,Aldh1b1,1110017F19Rik,,
,,Hspa4,,,,,Dnajc12,Lasp1,Kcna2,,
,,Aqp1,,,,,Rorc,Ppard,9330159F19Rik,,
,,Xab2,,,,,Igf2bp2,Ttc7b,Slc4a2,,
,,Exd2,,,,,Mars,Il5ra,Mrpl55,,
,,Nrp2,,,,,Rtn4ip1,Col4a5,Plcg1,,
,,Rdx,,,,,Arhgap29,Myst2,Mon1a,,
,,Dgkq,,,,,Stoml1,Fkbp1a,Adamts4,,
,,Cdip1,,,,,Fcho2,H3f3b,Zfp831,,
,,Mcoln1,,,,,Gdf7,Slc46a3,Lamp1,,
,,Ppp1r14b,,,,,Zfp518a,Atp2a2,Gapdhs,,
,,Rabggtb,,,,,Rad17,Slc22a15,Hmgcs2,,
,,Smarcal1,,,,,Cd164,Tnip1,Thbd,,
,,Mttp,,,,,Hsph1,Fam13b,Nap1l5,,
,,,,,,,Cabin1,Ranbp1,Mapk15,,
,,,,,,,Pik3ip1,Usp25,Rnf40,,
,,,,,,,Sirpa,Tmem42,Snw1,,
,,,,,,,Khdrbs3,Tefm,Rbm33,,
,,,,,,,Dirc2,Ptpn23,Etos1,,
,,,,,,,Dhtkd1,Tmem69,Slc26a2,,
,,,,,,,Lgalsl,Gabra6,A430107O13Rik,,
,,,,,,,Zfp143,Cdk2ap2,Eogt,,
,,,,,,,Ifnab,Cdc42ep2,Atp5g1,,
,,,,,,,Tmem59l,Pddc1,Trpc6,,
,,,,,,,Wsb1,D19Ertd386e,Fbxw8,,
,,,,,,,Wfdc16,Sec23a,Rps3,,
,,,,,,,Susd3,Fbxo25,Timp4,,
,,,,,,,Acat3,0610030E20Rik,Muc5b,,
,,,,,,,Pfkfb2,Lipc,Capn2,,
,,,,,,,Csnk1g3,Hmgcr,Adam28,,
,,,,,,,Cxx1a,Mycbp2,Sipa1l2,,
,,,,,,,G6pc3,Mitf,Bcar1,,
,,,,,,,Hdac6,Ccnf,Tas2r135,,
,,,,,,,Sdhd,Tubg1,Izumo4,,
,,,,,,,Litaf,Timm8a1,Vamp4,,
,,,,,,,Ndufb3,Gstm3,Plxnd1,,
,,,,,,,Tmem192,Sgpp1,Kctd7,,
,,,,,,,Adrb2,Kank1,Psmb7,,
,,,,,,,Tmub2,Parp10,Coro6,,
,,,,,,,Hdhd3,Dram2,Ppm1m,,
,,,,,,,Adap1,Tsku,Nuak2,,
,,,,,,,Rchy1,Npnt,Ckm,,
,,,,,,,Bpnt1,Plcb1,Thy1,,
,,,,,,,Tspan12,Hacl1,2900011O08Rik,,
,,,,,,,Atp1a1,Pnpla3,Pitpnm2,,
,,,,,,,Wisp2,1700048O20Rik,Zfp687,,
,,,,,,,Tmem53,Chmp2a,Rasal2,,
,,,,,,,Aamp,Plekhf2,H2afy,,
,,,,,,,Cyp24a1,Blm,Anxa8,,
,,,,,,,Alg6,Wwp1,Dock6,,
,,,,,,,Polh,Kat5,Ctdnep1,,
,,,,,,,Zfp770,Tmem87a,Nupl1,,
,,,,,,,Gart,Elk3,Ncr1,,
,,,,,,,2010012O05Rik,BC006779,Dusp14,,
,,,,,,,Fjx1,Abat,Flywch1,,
,,,,,,,Shmt1,Mthfd2,4931429I11Rik,,
,,,,,,,Slc35a1,Mpp4,Zc3h12c,,
,,,,,,,4932438A13Rik,Ndufaf5,Dclk1,,
,,,,,,,Srebf1,Baat1,Glipr2,,
,,,,,,,Ftsjd1,Trp53inp2,Sgcd,,
,,,,,,,Fads1,Fam102a,Grip1,,
,,,,,,,Daam1,Camk1d,Col5a2,,
,,,,,,,Zfp949,Nags,Maged1,,
,,,,,,,Trim37,Klf16,AW549877,,
,,,,,,,Zfp871,Arhgef10l,Polr3gl,,
,,,,,,,Slc22a4,Nf2,Limk2,,
,,,,,,,Ppm1k,Ahcy,Slco2a1,,
,,,,,,,Calml4,Snx12,Acot2,,
,,,,,,,Arcn1,Tbc1d10a,Cyp39a1,,
,,,,,,,Gucy1a2,Creb1,Cr2,,
,,,,,,,Zim1,Sumo3,Atp5o,,
,,,,,,,Cpsf3,Chmp4b,Adrbk1,,
,,,,,,,Adamts10,Sema4a,Prkaa2,,
,,,,,,,Slc25a35,Car2,Pim3,,
,,,,,,,Slc16a11,Psmg3,Cd74,,
,,,,,,,Entpd2,Rnf43,Pik3r4,,
,,,,,,,Spag1,Dennd4c,Agxt2l2,,
,,,,,,,Ly86,Nsun2,Atp6v1g1,,
,,,,,,,Fbxo30,Rps10,4933402D24Rik,,
,,,,,,,Hprt,Ctsl,Iyd,,
,,,,,,,Ttyh1,Prlr,P2ry14,,
,,,,,,,Nmt2,Rnf144a,Zfyve20,,
,,,,,,,Hsp90b1,Dgkh,Syk,,
,,,,,,,Gm10109,Acot4,Cobl,,
,,,,,,,Ncoa3,Syt1,Atp13a1,,
,,,,,,,Sox13,Adpgk,Agmo,,
,,,,,,,Snai2,Nab2,2210009G21Rik,,
,,,,,,,Cmpk2,Per2,Rftn2,,
,,,,,,,Fam178a,Ahsa2,Celsr2,,
,,,,,,,Zfp654,Apof,Arhgap26,,
,,,,,,,Set,Trit1,Cd59b,,
,,,,,,,Wbscr27,Pced1a,Icam2,,
,,,,,,,Thap1,2310044G17Rik,Gbp3,,
,,,,,,,Mesdc2,Ankar,Etv1,,
,,,,,,,Atraid,Copz1,Ifi204,,
,,,,,,,Slc25a38,Dnpep,Tmem200a,,
,,,,,,,Dld,Zmpste24,Dnahc11,,
,,,,,,,Ufd1l,Kdm4a,Habp4,,
,,,,,,,Crtc3,Tmem209,Fam124b,,
,,,,,,,Arih1,Fat1,Avpr1a,,
,,,,,,,Mt1,Spic,Herpud2,,
,,,,,,,Exoc6b,Pknox1,Prkg2,,
,,,,,,,Gtpbp1,Caln1,Tprgl,,
,,,,,,,Vps28,Colec12,Dbi,,
,,,,,,,Dnahc7b,Cenpo,Kif3c,,
,,,,,,,Il6ra,Stau2,Fam149a,,
,,,,,,,Kbtbd7,Sult1a1,Arih2,,
,,,,,,,Cgnl1,Ppm1f,Cdh5,,
,,,,,,,Cd79b,Apoo,Rcor3,,
,,,,,,,Vma21,Thtpa,Fdps,,
,,,,,,,Ippk,Tmem179b,AW551984,,
,,,,,,,Crispld1,Rassf3,Ltbp2,,
,,,,,,,Grina,Neb,Fam82a2,,
,,,,,,,Nos3,Ppp2r2d,Tom1,,
,,,,,,,Eif3b,Cav1,Creld1,,
,,,,,,,Sccpdh,Olfr531,Sumf2,,
,,,,,,,Car14,Nup35,Tsc22d1,,
,,,,,,,Hnrnpab,Acnat2,Maml2,,
,,,,,,,Gpr142,Gfod1,Ctgf,,
,,,,,,,43358,Bdnf,Agap3,,
,,,,,,,Slc25a20,Ttc39b,Ankrd40,,
,,,,,,,Ostc,Atl3,Hspa2,,
,,,,,,,Fhl1,Rorc,Med12,,
,,,,,,,Cpt1b,Gpr64,Gjc3,,
,,,,,,,Suv420h1,Ikbkb,Erlec1,,
,,,,,,,Rad18,Ptrh2,Pdss1,,
,,,,,,,Pcbp1,Plin5,Neurl3,,
,,,,,,,Steap2,Ifi30,Hnrnpf,,
,,,,,,,Atp6v0d1,Rtn4ip1,Vamp7,,
,,,,,,,Dcun1d5,Arhgap29,Tmc6,,
,,,,,,,Cry2,Gpr137,Parvb,,
,,,,,,,Degs2,Zfp518a,Txnip,,
,,,,,,,5830415F09Rik,Hist1h3d,Axin2,,
,,,,,,,Parp6,Cfl1,Snapc5,,
,,,,,,,Fam167b,Spata22,Smo,,
,,,,,,,Oxct1,Cd164,Lpcat4,,
,,,,,,,Zmynd12,Hsph1,Pla2g7,,
,,,,,,,Aftph,Pla2g2d,Dph3,,
,,,,,,,Nostrin,Cabin1,Mmgt1,,
,,,,,,,Slc11a2,Nelf,Ppp1r2,,
,,,,,,,Surf4,Fcgr3,Fam107b,,
,,,,,,,Adam23,Taok1,Mapkapk3,,
,,,,,,,Senp6,Klhl32,Casq2,,
,,,,,,,1600014C10Rik,Khdrbs3,Gars,,
,,,,,,,Eaf1,Dirc2,Cand2,,
,,,,,,,Zfp191,Lgalsl,Sipa1l1,,
,,,,,,,Got1,Wsb1,BC061237,,
,,,,,,,Plg,Repin1,Cramp1l,,
,,,,,,,Inf2,Hmbs,A4galt,,
,,,,,,,Fdxacb1,Ahi1,Klhdc3,,
,,,,,,,Qars,Acat3,Ostm1,,
,,,,,,,Mcfd2,Atat1,Zfyve21,,
,,,,,,,Cyp27a1,Limch1,Slit2,,
,,,,,,,Rbbp9,Pfkfb2,Mtx3,,
,,,,,,,2900092E17Rik,Fhod1,Ssbp2,,
,,,,,,,Prkcz,Csnk1g3,Asxl1,,
,,,,,,,Gosr2,Cxx1a,Lars,,
,,,,,,,Nek7,Bscl2,Grhl1,,
,,,,,,,Wac,Hdac6,Max,,
,,,,,,,Rcan3,Sdhd,Hdac3,,
,,,,,,,Yars,Litaf,Sspn,,
,,,,,,,Irf2bpl,Ndufb3,1500003O03Rik,,
,,,,,,,Golim4,AU022252,Lipt2,,
,,,,,,,Casp7,Lgals3bp,Slc9a1,,
,,,,,,,Ubr2,Thoc5,Ccr7,,
,,,,,,,Mpdu1,Ubtf,Ipo13,,
,,,,,,,Cwc27,Hdhd3,Trerf1,,
,,,,,,,Plekhg3,Bpnt1,Stard5,,
,,,,,,,Rxfp4,BC053749,Sft2d2,,
,,,,,,,Cdh6,Tspan12,Lgals8,,
,,,,,,,Pappa,Serinc3,Ppid,,
,,,,,,,E430025E21Rik,Atp1a1,Vars,,
,,,,,,,Fmr1nb,Aamp,Gm10037,,
,,,,,,,Tor1aip1,1500012F01Rik,Irs1,,
,,,,,,,Zkscan2,Usp40,Acad10,,
,,,,,,,Gtpbp2,Zfp770,Slc27a4,,
,,,,,,,Cyfip2,Cnot7,Cat,,
,,,,,,,Cep78,Hmgcs1,Stxbp1,,
,,,,,,,Pigc,Hoxc10,Snap47,,
,,,,,,,Bmp15,Gart,Tex15,,
,,,,,,,Nrp1,Cd302,Iffo1,,
,,,,,,,Slc4a9,Shmt1,Pdcd4,,
,,,,,,,Abcc2,Slc35a1,Gm1078,,
,,,,,,,Slc14a2,4932438A13Rik,Nme2,,
,,,,,,,Lonp2,Oaz1,Stip1,,
,,,,,,,Abca3,Srebf1,Soat1,,
,,,,,,,Slc1a5,Htatip2,Grin2d,,
,,,,,,,Arhgap28,Wdr59,Mob3b,,
,,,,,,,Rasa1,Rfc5,E030030I06Rik,,
,,,,,,,Zeb2,Fads1,Sphk1,,
,,,,,,,Slc25a13,Diap1,Rps9,,
,,,,,,,Nus1,Daam1,Gca,,
,,,,,,,Ube2n,Trim37,Znf512b,,
,,,,,,,Ttc38,Tchp,Ccl27a,,
,,,,,,,Hist1h1c,Tspan32,Man2b1,,
,,,,,,,BC026590,Zfp871,Klrb1f,,
,,,,,,,Tomm40,Ppm1k,Nox4,,
,,,,,,,Chrnb2,Masp2,Rinl,,
,,,,,,,Utp18,Hus1,2410015M20Rik,,
,,,,,,,Mrps36,Prpsap1,Nebl,,
,,,,,,,Plcg1,Kdm2a,Kank4,,
,,,,,,,Gm9938,Cpsf3,Parp11,,
,,,,,,,Sp140,Slc25a35,Bsdc1,,
,,,,,,,Srgap1,Hprt,Cmtm8,,
,,,,,,,Gamt,Fam114a1,Prom1,,
,,,,,,,Sh3d19,Pou5f2,Ampd3,,
,,,,,,,Thbd,Ncoa3,Rnd3,,
,,,,,,,Mtap7d1,Inadl,Sgpp2,,
,,,,,,,Snw1,E130311K13Rik,Rgs2,,
,,,,,,,Rbm33,Tyw5,Ogdh,,
,,,,,,,Rgl2,Ncald,Noxo1,,
,,,,,,,A430107O13Rik,Cmpk2,Dhx29,,
,,,,,,,Clcn3,Tmem222,Nrg4,,
,,,,,,,AA987161,Tmem14a,Dand5,,
,,,,,,,Ttc39c,Zmat1,Dapk3,,
,,,,,,,Zfp763,Cdadc1,Plekhg2,,
,,,,,,,Spsb4,Ttyh2,Spn,,
,,,,,,,Sms,Cyp2c40,St6galnac2,,
,,,,,,,Agmat,Wbscr27,Liph,,
,,,,,,,Stom,Cbx2,Wfdc6a,,
,,,,,,,Capn2,Impdh2,Scn3b,,
,,,,,,,Pi4k2a,Itpr2,Zbtb3,,
,,,,,,,Ift52,Slc16a12,Peg10,,
,,,,,,,Bcar1,Tada3,Fyb,,
,,,,,,,Vamp4,Pctp,Camkk1,,
,,,,,,,Zfp157,Mesdc2,Stc2,,
,,,,,,,Plxnd1,Atraid,Smpd1,,
,,,,,,,Fam172a,Slc25a38,Dnajc4,,
,,,,,,,Mpp1,Poli,Cdsn,,
,,,,,,,Pion,Ufd1l,Sh3bp5l,,
,,,,,,,Coro6,Parp3,Plxna4,,
,,,,,,,Nuak2,Klf10,Sesn2,,
,,,,,,,Osbpl1a,Crtc3,Kifc2,,
,,,,,,,Retn,Ccdc77,Gm4070,,
,,,,,,,Zfp781,Exoc6b,Slc36a1,,
,,,,,,,3110007F17Rik,Il6ra,Reg3g,,
,,,,,,,Rmnd5a,Kbtbd7,Wdr16,,
,,,,,,,Thy1,Cd79b,1190002H23Rik,,
,,,,,,,Slc25a34,Vma21,Arsk,,
,,,,,,,Iars,Oxsm,Anp32a,,
,,,,,,,Pitpnm2,Zfp622,Spop,,
,,,,,,,Zfp687,Grina,Plaur,,
,,,,,,,Rasal2,Eif3b,Pald1,,
,,,,,,,H2afy,Car14,Pmch,,
,,,,,,,Vmn1r24,Nrbp2,Apobec3,,
,,,,,,,Glg1,Ostc,Pgp,,
,,,,,,,Rabggta,Fhl1,Tet3,,
,,,,,,,Serpina3b,2810004N23Rik,Snx22,,
,,,,,,,Rufy4,1700128F08Rik,Capg,,
,,,,,,,Nupl1,Cpt1b,Numb,,
,,,,,,,Sox4,Suv420h1,Lsm14a,,
,,,,,,,Glrx2,Cacng2,Bst2,,
,,,,,,,Sptssa,Enpep,Zdhhc8,,
,,,,,,,Alkbh8,Tex12,Frmd8,,
,,,,,,,Mrps21,Diras2,Otog,,
,,,,,,,Plekha1,Rab33a,Gpr155,,
,,,,,,,Ak4,Pcbp1,9430007A20Rik,,
,,,,,,,Smpd2,B3gnt7,Klf1,,
,,,,,,,Upb1,Fnip1,Serac1,,
,,,,,,,Zc3h12c,Cnksr3,Gbe1,,
,,,,,,,Slc2a2,Fkbp14,Prkar1b,,
,,,,,,,Eps8l2,Atp6v0d1,Gbp6,,
,,,,,,,Sgcd,Cry2,Pced1b,,
,,,,,,,Krba1,Acox1,Rnf125,,
,,,,,,,Fam175a,Degs2,Ppp1r15a,,
,,,,,,,Tmem210,5830415F09Rik,Tnni3,,
,,,,,,,Itgb3bp,Smarcd1,Gpr146,,
,,,,,,,Ino80c,Parp6,Adcy6,,
,,,,,,,Pcsk9,Hps1,Znrd1,,
,,,,,,,AW549877,Rcc1,Fxn,,
,,,,,,,Polr3gl,Aftph,Gbp4,,
,,,,,,,Ildr1,Nostrin,Pih1d2,,
,,,,,,,Slco2a1,Slc11a2,Hnrpdl,,
,,,,,,,Ctnnd1,Surf4,Rest,,
,,,,,,,1110057K04Rik,Fam160a1,Kcns3,,
,,,,,,,Mtmr2,Adam23,Exoc3l4,,
,,,,,,,Dusp15,Pcdh1,Prelid2,,
,,,,,,,C1rl,Kif26b,Manf,,
,,,,,,,Gm9931,Msrb1,Cd200,,
,,,,,,,D630037F22Rik,Senp6,Tmprss9,,
,,,,,,,Cyp39a1,1600014C10Rik,Baiap3,,
,,,,,,,Prkaa2,Tmem107,Ifi27l2b,,
,,,,,,,Fabp7,Ppp2r5a,Sec14l3,,
,,,,,,,L3hypdh,Got1,Mtx1,,
,,,,,,,Pim3,Nupl2,Sgce,,
,,,,,,,Agxt2l2,Plg,Cd93,,
,,,,,,,P2ry14,Alg8,Spata24,,
,,,,,,,Prelid1,Fdxacb1,Wfdc15a,,
,,,,,,,Dus1l,Mcfd2,Aph1a,,
,,,,,,,Cobl,Asb3,Krt33a,,
,,,,,,,Gm5414,Cyp27a1,Gbp8,,
,,,,,,,Rsad2,Rbbp9,Srsf4,,
,,,,,,,Atp13a1,2900092E17Rik,Gba2,,
,,,,,,,Agmo,4933427I04Rik,Ltf,,
,,,,,,,Fgg,Ces2e,Ido2,,
,,,,,,,Ly6c1,Entpd6,Gm9733,,
,,,,,,,2210009G21Rik,Galnt4,Gm10417,,
,,,,,,,Glyctk,Gosr2,Fcamr,,
,,,,,,,Wdr19,Rab4a,Oplah,,
,,,,,,,Accs,Nek7,Ncl,,
,,,,,,,Rftn2,Wac,Igsf10,,
,,,,,,,Arhgap26,Nit2,Gm16432,,
,,,,,,,Vapb,Yars,Traf7,,
,,,,,,,Rwdd2b,Anapc16,Hebp1,,
,,,,,,,Etv1,Serinc2,Rgs14,,
,,,,,,,Gm1976,Cyp4f39,Vsnl1,,
,,,,,,,Rab12,Lrrtm3,Fam100a,,
,,,,,,,Plekho1,Alg3,Dtx4,,
,,,,,,,Trip11,Zfp385b,Cd7,,
,,,,,,,Cpxm1,Ubr2,2300009A05Rik,,
,,,,,,,Habp4,Cyp26b1,Otub2,,
,,,,,,,Slc34a2,Gmpr2,Szt2,,
,,,,,,,Proz,Ccdc69,Ccl19,,
,,,,,,,Avpr1a,Brwd1,Hspb2,,
,,,,,,,Herpud2,Ubl7,4930578G10Rik,,
,,,,,,,Sh2d4a,Gpr56,Slamf7,,
,,,,,,,Kcna5,E430025E21Rik,Snx4,,
,,,,,,,Slc7a9,Gm8186,Chst4,,
,,,,,,,Cbx1,Tor1aip1,Cpped1,,
,,,,,,,Arih2,Gtpbp2,Stk17b,,
,,,,,,,Fdps,Cep78,Rsc1a1,,
,,,,,,,Etf1,Pigc,Stx11,,
,,,,,,,Fam82a2,Plekhb2,Psmb1,,
,,,,,,,Il17rd,Abcc2,Pradc1,,
,,,,,,,Abcb7,Lonp2,Wbp7,,
,,,,,,,Tsc22d1,Samm50,Pafah2,,
,,,,,,,Narg2,Rc3h1,St13,,
,,,,,,,Ctgf,Slc1a5,Gna13,,
,,,,,,,Prps1,Agxt2,Unkl,,
,,,,,,,Ipo7,F11r,Sat2,,
,,,,,,,Dscr3,Orm1,Rab3a,,
,,,,,,,Tab2,Nus1,Gm9912,,
,,,,,,,Dhx40,Ube2n,Cdk13,,
,,,,,,,Ankrd40,Hist1h1c,Col13a1,,
