"goterm" "ontology"
"1348" "GO:0001698" "P"
"1349" "GO:0001699" "P"
"1350" "GO:0001700" "P"
"1351" "GO:0001701" "P"
"1352" "GO:0001702" "P"
"1353" "GO:0001703" "P"
"1354" "GO:0001704" "P"
"1355" "GO:0001705" "P"
"1356" "GO:0001706" "P"
"1357" "GO:0001707" "P"
"1358" "GO:0001708" "P"
"1359" "GO:0001709" "P"
"1360" "GO:0001710" "P"
"1361" "GO:0001711" "P"
"1362" "GO:0001712" "P"
"1363" "GO:0001713" "P"
"1364" "GO:0001714" "P"
"1365" "GO:0001715" "P"
"1366" "GO:0001716" "F"
"1367" "GO:0001717" "P"
"1368" "GO:0001720" "P"
"1369" "GO:0001725" "C"
"1371" "GO:0001726" "C"
"1372" "GO:0001727" "F"
"1373" "GO:0001729" "F"
"1374" "GO:0001730" "F"
"1375" "GO:0001731" "P"
"1376" "GO:0001732" "P"
"1377" "GO:0001733" "F"
"1378" "GO:0001734" "F"
"1379" "GO:0001735" "F"
"1380" "GO:0001736" "P"
"1381" "GO:0001737" "P"
"1383" "GO:0001738" "P"
"1384" "GO:0001739" "C"
"1385" "GO:0001740" "C"
"1387" "GO:0001741" "C"
"1388" "GO:0001742" "P"
"1389" "GO:0001743" "P"
"1390" "GO:0001744" "P"
"1391" "GO:0001745" "P"
"1392" "GO:0001746" "P"
"1393" "GO:0001748" "P"
"1394" "GO:0001750" "C"
"1396" "GO:0001751" "P"
"1397" "GO:0001752" "P"
"1398" "GO:0001754" "P"
"1399" "GO:0001755" "P"
"1400" "GO:0001756" "P"
"1403" "GO:0001757" "P"
"1405" "GO:0001758" "F"
"1406" "GO:0001759" "P"
"1409" "GO:0001760" "F"
"1410" "GO:0001761" "F"
"1412" "GO:0001762" "P"
"1414" "GO:0001763" "P"
"1416" "GO:0001764" "P"
"1417" "GO:0001765" "P"
"1419" "GO:0001766" "P"
"1420" "GO:0001767" "P"
"1421" "GO:0001768" "P"
"1422" "GO:0001769" "P"
"1423" "GO:0001770" "P"
"1424" "GO:0001771" "P"
"1425" "GO:0001772" "C"
"1426" "GO:0001773" "P"
"1427" "GO:0001774" "P"
"1430" "GO:0001775" "P"
"1431" "GO:0001776" "P"
"1433" "GO:0001777" "P"
"1434" "GO:0001778" "P"
"1435" "GO:0001779" "P"
"1437" "GO:0001780" "P"
"1439" "GO:0001781" "P"
"1442" "GO:0001782" "P"
"1443" "GO:0001783" "P"
"1444" "GO:0001784" "F"
"1445" "GO:0001785" "F"
"1446" "GO:0001786" "F"
"1448" "GO:0001787" "P"
"1450" "GO:0001788" "P"
"1452" "GO:0001790" "F"
"1453" "GO:0001791" "F"
"1454" "GO:0001792" "F"
"1455" "GO:0001793" "F"
"1456" "GO:0001794" "P"
"1457" "GO:0001795" "P"
"1458" "GO:0001796" "P"
"1459" "GO:0001797" "P"
"1461" "GO:0001798" "P"
"1463" "GO:0001799" "P"
"1464" "GO:0001800" "P"
"1466" "GO:0001801" "P"
"1468" "GO:0001802" "P"
"1471" "GO:0001803" "P"
"1474" "GO:0001804" "P"
"1478" "GO:0001805" "P"
"1482" "GO:0001806" "P"
"1484" "GO:0001807" "P"
"1486" "GO:0001808" "P"
"1489" "GO:0001809" "P"
"1492" "GO:0001810" "P"
"1494" "GO:0001811" "P"
"1497" "GO:0001812" "P"
"1500" "GO:0001813" "P"
"1502" "GO:0001814" "P"
"1505" "GO:0001815" "P"
"1508" "GO:0001816" "P"
"1509" "GO:0001817" "P"
"1510" "GO:0001818" "P"
"1512" "GO:0001819" "P"
"1514" "GO:0001820" "P"
"1516" "GO:0001821" "P"
"1518" "GO:0001822" "P"
"1519" "GO:0001823" "P"
"1520" "GO:0001824" "P"
"1521" "GO:0001825" "P"
"1522" "GO:0001826" "P"
"1523" "GO:0001827" "P"
"1524" "GO:0001828" "P"
"1526" "GO:0001829" "P"
"1527" "GO:0001830" "P"
"1528" "GO:0001831" "P"
"1530" "GO:0001832" "P"
"1531" "GO:0001833" "P"
"1532" "GO:0001834" "P"
"1533" "GO:0001835" "P"
"1534" "GO:0001836" "P"
"1535" "GO:0001837" "P"
"1536" "GO:0001838" "P"
"1537" "GO:0001839" "P"
"1538" "GO:0001840" "P"
"1539" "GO:0001841" "P"
"1540" "GO:0001842" "P"
"1543" "GO:0001843" "P"
"1544" "GO:0001844" "P"
"1545" "GO:0001845" "P"
"1548" "GO:0001846" "F"
"1549" "GO:0001847" "F"
"1550" "GO:0001848" "F"
"1551" "GO:0001849" "F"
"1553" "GO:0001850" "F"
"1554" "GO:0001851" "F"
"1556" "GO:0001852" "F"
"1558" "GO:0001853" "F"
"1559" "GO:0001854" "F"
"1560" "GO:0001855" "F"
"1562" "GO:0001856" "F"
"1563" "GO:0001857" "F"
"1565" "GO:0001858" "F"
"1567" "GO:0001859" "F"
"1568" "GO:0001860" "F"
"1569" "GO:0001861" "F"
"1571" "GO:0001862" "F"
"1572" "GO:0001863" "F"
"1573" "GO:0001864" "F"
"1574" "GO:0001865" "P"
"1575" "GO:0001866" "P"
"1577" "GO:0001867" "P"
"1579" "GO:0001868" "P"
"1581" "GO:0001869" "P"
"1584" "GO:0001870" "P"
"1587" "GO:0001872" "F"
"1588" "GO:0001873" "F"
"1589" "GO:0001874" "F"
"1590" "GO:0001875" "F"
"1591" "GO:0001876" "F"
"1592" "GO:0001877" "F"
"1593" "GO:0001878" "P"
"1594" "GO:0001879" "P"
"1596" "GO:0001880" "P"
"1598" "GO:0001881" "P"
"1599" "GO:0001882" "F"
"1603" "GO:0001883" "F"
"1604" "GO:0001884" "F"
"1605" "GO:0001885" "P"
"1606" "GO:0001886" "P"
"1607" "GO:0001887" "P"
"1608" "GO:0001888" "F"
"1609" "GO:0001889" "P"
"1610" "GO:0001890" "P"
"1612" "GO:0001891" "C"
"1613" "GO:0001892" "P"
"1615" "GO:0001893" "P"
"1618" "GO:0001894" "P"
"1619" "GO:0001895" "P"
"1620" "GO:0001896" "P"
"1621" "GO:0001897" "P"
"1623" "GO:0001898" "P"
"1624" "GO:0001899" "P"
"1626" "GO:0001900" "P"
"1628" "GO:0001905" "P"
"1629" "GO:0001906" "P"
"1630" "GO:0001907" "P"
"1632" "GO:0001909" "P"
"1633" "GO:0001910" "P"
"1634" "GO:0001911" "P"
"1636" "GO:0001912" "P"
"1638" "GO:0001913" "P"
"1640" "GO:0001914" "P"
"1642" "GO:0001915" "P"
"1645" "GO:0001916" "P"
"1648" "GO:0001917" "C"
"1649" "GO:0001918" "F"
"1650" "GO:0001919" "P"
"1653" "GO:0001920" "P"
"1657" "GO:0001921" "P"
"1661" "GO:0001922" "P"
"1662" "GO:0001923" "P"
"1663" "GO:0001924" "P"
"1664" "GO:0001925" "P"
"1666" "GO:0001926" "P"
"1668" "GO:0001927" "P"
"1670" "GO:0001928" "P"
"1673" "GO:0001929" "P"
"1677" "GO:0001930" "P"
"1681" "GO:0001931" "C"
"1682" "GO:0001932" "P"
"1684" "GO:0001933" "P"
"1687" "GO:0001934" "P"
"1690" "GO:0001935" "P"
"1691" "GO:0001936" "P"
"1692" "GO:0001937" "P"
"1694" "GO:0001938" "P"
"1696" "GO:0001939" "C"
"1697" "GO:0001940" "C"
"1698" "GO:0001941" "P"
"1699" "GO:0001942" "P"
"1701" "GO:0001944" "P"
"1702" "GO:0001945" "P"
"1703" "GO:0001946" "P"
"1705" "GO:0001947" "P"
"1706" "GO:0001949" "P"
"1707" "GO:0001951" "P"
"1708" "GO:0001952" "P"
"1709" "GO:0001953" "P"
"1711" "GO:0001954" "P"
"1713" "GO:0001955" "P"
"1714" "GO:0001956" "P"
"1718" "GO:0001957" "P"
"1719" "GO:0001958" "P"
"1720" "GO:0001959" "P"
"1722" "GO:0001960" "P"
"1725" "GO:0001961" "P"
"1728" "GO:0001962" "F"
"1729" "GO:0001963" "P"
"1730" "GO:0001964" "P"
"1732" "GO:0001965" "F"
"1733" "GO:0001966" "P"
"1734" "GO:0001967" "P"
"1736" "GO:0001968" "F"
"1737" "GO:0001969" "P"
"1738" "GO:0001970" "P"
"1740" "GO:0001971" "P"
"1742" "GO:0001972" "F"
"1744" "GO:0001973" "P"
"1745" "GO:0001974" "P"
"1746" "GO:0001975" "P"
"1750" "GO:0001976" "P"
"1751" "GO:0001977" "P"
"1752" "GO:0001978" "P"
"1753" "GO:0001979" "P"
"1754" "GO:0001980" "P"
"1755" "GO:0001981" "P"
"1757" "GO:0001982" "P"
"1759" "GO:0001983" "P"
"1761" "GO:0001984" "P"
"1762" "GO:0001985" "P"
"1763" "GO:0001986" "P"
"1764" "GO:0001987" "P"
"1765" "GO:0001988" "P"
"1766" "GO:0001989" "P"
"1767" "GO:0001990" "P"
"1769" "GO:0001991" "P"
"1770" "GO:0001992" "P"
"1771" "GO:0001993" "P"
"1772" "GO:0001994" "P"
"1773" "GO:0001995" "P"
"1774" "GO:0001996" "P"
"1775" "GO:0001997" "P"
"1776" "GO:0001998" "P"
"1778" "GO:0001999" "P"
"1779" "GO:0002000" "P"
"1780" "GO:0002001" "P"
"1781" "GO:0002002" "P"
"1782" "GO:0002003" "P"
"1783" "GO:0002004" "P"
"1784" "GO:0002006" "P"
"1786" "GO:0002007" "P"
"1787" "GO:0002008" "P"
"1788" "GO:0002009" "P"
"1789" "GO:0002010" "P"
"1790" "GO:0002011" "P"
"1791" "GO:0002012" "P"
"1793" "GO:0002013" "P"
"1794" "GO:0002014" "P"
"1796" "GO:0002015" "P"
"1797" "GO:0002016" "P"
"1798" "GO:0002017" "P"
"1801" "GO:0002018" "P"
"1803" "GO:0002019" "P"
"1804" "GO:0002020" "F"
"1805" "GO:0002021" "P"
"1807" "GO:0002022" "P"
"1808" "GO:0002023" "P"
"1809" "GO:0002024" "P"
"1810" "GO:0002025" "P"
"1812" "GO:0002026" "P"
"1814" "GO:0002027" "P"
"1816" "GO:0002028" "P"
"1817" "GO:0002029" "P"
"1819" "GO:0002030" "P"
"1820" "GO:0002031" "P"
"1821" "GO:0002032" "P"
"1823" "GO:0002033" "P"
"1825" "GO:0002034" "P"
"1828" "GO:0002035" "P"
"1830" "GO:0002036" "P"
"1833" "GO:0002037" "P"
"1838" "GO:0002038" "P"
"1843" "GO:0002039" "F"
"1844" "GO:0002040" "P"
"1845" "GO:0002041" "P"
"1846" "GO:0002042" "P"
"1847" "GO:0002043" "P"
"1848" "GO:0002044" "P"
"1849" "GO:0002045" "P"
"1850" "GO:0002046" "F"
"1851" "GO:0002047" "P"
"1857" "GO:0002048" "P"
"1858" "GO:0002049" "P"
"1860" "GO:0002050" "P"
"1862" "GO:0002051" "P"
"1863" "GO:0002052" "P"
"1867" "GO:0002053" "P"
"1869" "GO:0002054" "F"
"1872" "GO:0002055" "F"
"1873" "GO:0002056" "F"
"1874" "GO:0002057" "F"
"1875" "GO:0002058" "F"
"1877" "GO:0002059" "F"
"1878" "GO:0002060" "F"
"1879" "GO:0002061" "F"
"1880" "GO:0002062" "P"
"1881" "GO:0002063" "P"
"1882" "GO:0002064" "P"
"1883" "GO:0002065" "P"
"1884" "GO:0002066" "P"
"1885" "GO:0002067" "P"
"1886" "GO:0002068" "P"
"1887" "GO:0002069" "P"
"1888" "GO:0002070" "P"
"1890" "GO:0002071" "P"
"1891" "GO:0002072" "P"
"1892" "GO:0002074" "P"
"1894" "GO:0002075" "P"
"1895" "GO:0002076" "P"
"1896" "GO:0002077" "P"
"1898" "GO:0002078" "P"
"1900" "GO:0002079" "C"
"1903" "GO:0002080" "C"
"1905" "GO:0002081" "C"
"1908" "GO:0002082" "P"
"1911" "GO:0002083" "F"
"1912" "GO:0002084" "P"
"1915" "GO:0002085" "P"
"1919" "GO:0002086" "P"
"1921" "GO:0002087" "P"
"1923" "GO:0002088" "P"
"1924" "GO:0002089" "P"
"1925" "GO:0002090" "P"
"1928" "GO:0002091" "P"
"1932" "GO:0002092" "P"
"1936" "GO:0002093" "P"
"1938" "GO:0002094" "F"
"1939" "GO:0002095" "C"
"1940" "GO:0002096" "C"
"1942" "GO:0002097" "P"
"1943" "GO:0002098" "P"
"1944" "GO:0002099" "P"
"1945" "GO:0002100" "P"
"1947" "GO:0002101" "P"
"1948" "GO:0002102" "C"
"1951" "GO:0002103" "P"
"1952" "GO:0002104" "P"
"1953" "GO:0002105" "P"
"1954" "GO:0002106" "P"
"1955" "GO:0002107" "P"
"1957" "GO:0002108" "P"
"1958" "GO:0002109" "P"
"1959" "GO:0002110" "P"
"1961" "GO:0002111" "C"
"1963" "GO:0002112" "F"
"1964" "GO:0002113" "F"
"1965" "GO:0002114" "F"
"1966" "GO:0002115" "P"
"1967" "GO:0002116" "C"
"1968" "GO:0002117" "P"
"1969" "GO:0002118" "P"
"1970" "GO:0002119" "P"
"1971" "GO:0002120" "P"
"1973" "GO:0002121" "P"
"1974" "GO:0002122" "P"
"1975" "GO:0002123" "P"
"1976" "GO:0002124" "P"
"1977" "GO:0002125" "P"
"1978" "GO:0002126" "P"
"1979" "GO:0002127" "P"
"1981" "GO:0002128" "P"
"1982" "GO:0002129" "P"
"1984" "GO:0002130" "P"
"1985" "GO:0002131" "P"
"1986" "GO:0002132" "P"
"1987" "GO:0002133" "C"
"1988" "GO:0002134" "F"
"1990" "GO:0002135" "F"
"1992" "GO:0002136" "P"
"1993" "GO:0002138" "P"
"1996" "GO:0002139" "C"
"1997" "GO:0002140" "C"
"1998" "GO:0002141" "C"
"1999" "GO:0002142" "C"
"2001" "GO:0002143" "P"
"2003" "GO:0002144" "C"
"2005" "GO:0002145" "F"
"2006" "GO:0002148" "P"
"2008" "GO:0002149" "P"
"2011" "GO:0002150" "P"
"2013" "GO:0002151" "F"
"2014" "GO:0002152" "P"
"2015" "GO:0002153" "F"
"2016" "GO:0002154" "P"
"2018" "GO:0002155" "P"
"2019" "GO:0002156" "P"
"2021" "GO:0002157" "P"
"2023" "GO:0002158" "P"
"2024" "GO:0002159" "P"
"2026" "GO:0002160" "P"
"2028" "GO:0002161" "F"
"2030" "GO:0002162" "F"
"2031" "GO:0002164" "P"
"2033" "GO:0002165" "P"
"2035" "GO:0002167" "C"
"2036" "GO:0002168" "P"
"2038" "GO:0002169" "C"
"2040" "GO:0002170" "F"
"2041" "GO:0002171" "F"
"2042" "GO:0002172" "F"
"2043" "GO:0002173" "F"
"2044" "GO:0002174" "P"
"2045" "GO:0002175" "P"
"2047" "GO:0002176" "P"
"2048" "GO:0002177" "C"
"2049" "GO:0002178" "C"
"2050" "GO:0002179" "C"
"2051" "GO:0002180" "C"
"2054" "GO:0002181" "P"
"2055" "GO:0002182" "P"
"2056" "GO:0002183" "P"
"2057" "GO:0002184" "P"
"2058" "GO:0002185" "C"
"2059" "GO:0002186" "C"
"2061" "GO:0002187" "C"
"2063" "GO:0002188" "P"
"2064" "GO:0002189" "C"
"2065" "GO:0002190" "P"
"2066" "GO:0002191" "P"
"2067" "GO:0002192" "P"
"2068" "GO:0002193" "C"
"2069" "GO:0002194" "P"
"2070" "GO:0002195" "P"
"2071" "GO:0002196" "F"
"2072" "GO:0002197" "C"
"2073" "GO:0002199" "C"
"2074" "GO:0002200" "P"
"2075" "GO:0002201" "P"
"2076" "GO:0002202" "P"
"2077" "GO:0002203" "P"
"2078" "GO:0002204" "P"
"2080" "GO:0002205" "P"
"2082" "GO:0002206" "P"
"2085" "GO:0002207" "P"
"2087" "GO:0002208" "P"
"2088" "GO:0002209" "P"
"2090" "GO:0002210" "P"
"2092" "GO:0002211" "P"
"2095" "GO:0002212" "P"
"2098" "GO:0002213" "P"
"2099" "GO:0002215" "P"
"2100" "GO:0002218" "P"
"2102" "GO:0002220" "P"
"2104" "GO:0002221" "P"
"2105" "GO:0002222" "P"
"2106" "GO:0002223" "P"
"2107" "GO:0002224" "P"
"2108" "GO:0002225" "P"
"2111" "GO:0002227" "P"
"2113" "GO:0002228" "P"
"2115" "GO:0002229" "P"
"2117" "GO:0002230" "P"
"2118" "GO:0002231" "P"
"2120" "GO:0002232" "P"
"2122" "GO:0002233" "P"
"2124" "GO:0002234" "P"
"2126" "GO:0002235" "P"
"2128" "GO:0002236" "P"
"2130" "GO:0002237" "P"
"2132" "GO:0002238" "P"
"2134" "GO:0002239" "P"
"2135" "GO:0002240" "P"
"2137" "GO:0002241" "P"
"2138" "GO:0002242" "P"
"2140" "GO:0002243" "P"
"2142" "GO:0002244" "P"
"2143" "GO:0002246" "P"
"2144" "GO:0002247" "P"
"2145" "GO:0002248" "P"
"2146" "GO:0002249" "P"
"2147" "GO:0002250" "P"
"2148" "GO:0002251" "P"
"2149" "GO:0002252" "P"
"2150" "GO:0002253" "P"
"2152" "GO:0002254" "P"
"2154" "GO:0002255" "P"
"2155" "GO:0002256" "P"
"2157" "GO:0002257" "P"
"2160" "GO:0002258" "P"
"2163" "GO:0002259" "P"
"2164" "GO:0002260" "P"
"2165" "GO:0002261" "P"
"2166" "GO:0002262" "P"
"2168" "GO:0002263" "P"
"2170" "GO:0002264" "P"
"2172" "GO:0002265" "P"
"2174" "GO:0002266" "P"
"2175" "GO:0002267" "P"
"2177" "GO:0002268" "P"
"2179" "GO:0002269" "P"
"2180" "GO:0002270" "P"
"2181" "GO:0002271" "P"
"2183" "GO:0002272" "P"
"2185" "GO:0002273" "P"
"2187" "GO:0002274" "P"
"2188" "GO:0002275" "P"
"2190" "GO:0002276" "P"
"2192" "GO:0002277" "P"
"2194" "GO:0002278" "P"
"2196" "GO:0002279" "P"
"2198" "GO:0002280" "P"
"2200" "GO:0002281" "P"
"2202" "GO:0002282" "P"
"2204" "GO:0002283" "P"
"2206" "GO:0002284" "P"
"2208" "GO:0002285" "P"
"2210" "GO:0002286" "P"
"2212" "GO:0002287" "P"
"2214" "GO:0002288" "P"
"2216" "GO:0002289" "P"
"2219" "GO:0002290" "P"
"2221" "GO:0002291" "P"
"2222" "GO:0002292" "P"
"2224" "GO:0002293" "P"
"2227" "GO:0002294" "P"
"2229" "GO:0002295" "P"
"2230" "GO:0002296" "P"
"2231" "GO:0002297" "P"
"2232" "GO:0002298" "P"
"2234" "GO:0002299" "P"
"2235" "GO:0002300" "P"
"2237" "GO:0002301" "P"
"2239" "GO:0002302" "P"
"2241" "GO:0002303" "P"
"2244" "GO:0002304" "P"
"2245" "GO:0002305" "P"
"2246" "GO:0002306" "P"
"2247" "GO:0002307" "P"
"2249" "GO:0002308" "P"
"2251" "GO:0002309" "P"
"2253" "GO:0002310" "P"
"2256" "GO:0002311" "P"
"2259" "GO:0002312" "P"
"2261" "GO:0002313" "P"
"2263" "GO:0002314" "P"
"2264" "GO:0002315" "P"
"2265" "GO:0002316" "P"
"2266" "GO:0002317" "P"
"2267" "GO:0002318" "P"
"2268" "GO:0002319" "P"
"2270" "GO:0002320" "P"
"2271" "GO:0002321" "P"
"2272" "GO:0002322" "P"
"2274" "GO:0002323" "P"
"2276" "GO:0002324" "P"
"2278" "GO:0002325" "P"
"2280" "GO:0002326" "P"
"2281" "GO:0002327" "P"
"2282" "GO:0002328" "P"
"2283" "GO:0002329" "P"
"2284" "GO:0002330" "P"
"2285" "GO:0002331" "P"
"2286" "GO:0002332" "P"
"2287" "GO:0002333" "P"
"2288" "GO:0002334" "P"
"2289" "GO:0002335" "P"
"2290" "GO:0002336" "P"
"2291" "GO:0002337" "P"
"2292" "GO:0002338" "P"
"2293" "GO:0002339" "P"
"2294" "GO:0002340" "P"
"2295" "GO:0002341" "P"
"2296" "GO:0002342" "P"
"2297" "GO:0002343" "P"
"2298" "GO:0002344" "P"
"2299" "GO:0002345" "P"
"2300" "GO:0002346" "P"
"2301" "GO:0002347" "P"
"2302" "GO:0002348" "P"
"2304" "GO:0002349" "P"
"2305" "GO:0002350" "P"
"2307" "GO:0002351" "P"
"2308" "GO:0002352" "P"
"2309" "GO:0002353" "P"
"2310" "GO:0002354" "P"
"2312" "GO:0002355" "P"
"2314" "GO:0002356" "P"
"2316" "GO:0002357" "P"
"2318" "GO:0002358" "P"
"2319" "GO:0002359" "P"
"2320" "GO:0002360" "P"
"2321" "GO:0002361" "P"
"2323" "GO:0002362" "P"
"2324" "GO:0002363" "P"
"2325" "GO:0002364" "P"
"2326" "GO:0002365" "P"
"2327" "GO:0002366" "P"
"2329" "GO:0002367" "P"
"2331" "GO:0002368" "P"
"2333" "GO:0002369" "P"
"2335" "GO:0002370" "P"
"2338" "GO:0002371" "P"
"2340" "GO:0002372" "P"
"2343" "GO:0002373" "P"
"2344" "GO:0002374" "P"
"2345" "GO:0002375" "P"
"2346" "GO:0002376" "P"
"2347" "GO:0002377" "P"
"2348" "GO:0002378" "P"
"2349" "GO:0002379" "P"
"2350" "GO:0002380" "P"
"2351" "GO:0002381" "P"
"2352" "GO:0002382" "P"
"2353" "GO:0002383" "P"
"2354" "GO:0002384" "P"
"2355" "GO:0002385" "P"
"2356" "GO:0002386" "P"
"2357" "GO:0002387" "P"
"2358" "GO:0002388" "P"
"2359" "GO:0002389" "P"
"2361" "GO:0002390" "P"
"2362" "GO:0002391" "P"
"2364" "GO:0002392" "P"
"2368" "GO:0002393" "P"
"2369" "GO:0002394" "P"
"2371" "GO:0002395" "P"
"2372" "GO:0002396" "P"
"2373" "GO:0002397" "P"
"2374" "GO:0002398" "P"
"2375" "GO:0002399" "P"
"2376" "GO:0002400" "P"
"2378" "GO:0002401" "P"
"2380" "GO:0002402" "P"
"2382" "GO:0002403" "P"
"2384" "GO:0002404" "P"
"2385" "GO:0002405" "P"
"2386" "GO:0002406" "P"
"2387" "GO:0002407" "P"
"2389" "GO:0002408" "P"
"2391" "GO:0002409" "P"
"2392" "GO:0002410" "P"
"2393" "GO:0002411" "P"
"2396" "GO:0002412" "P"
"2397" "GO:0002413" "P"
"2399" "GO:0002414" "P"
"2400" "GO:0002415" "P"
"2401" "GO:0002416" "P"
"2402" "GO:0002417" "P"
"2404" "GO:0002418" "P"
"2406" "GO:0002419" "P"
"2408" "GO:0002420" "P"
"2410" "GO:0002421" "P"
"2412" "GO:0002422" "P"
"2413" "GO:0002423" "P"
"2415" "GO:0002424" "P"
"2417" "GO:0002425" "P"
"2419" "GO:0002426" "P"
"2420" "GO:0002427" "P"
"2422" "GO:0002428" "P"
"2424" "GO:0002429" "P"
"2426" "GO:0002430" "P"
"2427" "GO:0002431" "P"
"2428" "GO:0002432" "P"
"2429" "GO:0002433" "P"
"2431" "GO:0002434" "P"
"2432" "GO:0002435" "P"
"2433" "GO:0002436" "P"
"2434" "GO:0002437" "P"
"2436" "GO:0002438" "P"
"2438" "GO:0002439" "P"
"2440" "GO:0002440" "P"
"2441" "GO:0002441" "P"
"2443" "GO:0002442" "P"
"2444" "GO:0002443" "P"
"2445" "GO:0002444" "P"
"2446" "GO:0002445" "P"
"2449" "GO:0002446" "P"
"2450" "GO:0002447" "P"
"2451" "GO:0002448" "P"
"2452" "GO:0002449" "P"
"2453" "GO:0002450" "P"
"2454" "GO:0002451" "P"
"2457" "GO:0002452" "P"
"2458" "GO:0002453" "P"
"2459" "GO:0002454" "P"
"2460" "GO:0002455" "P"
"2462" "GO:0002456" "P"
"2464" "GO:0002457" "P"
"2465" "GO:0002458" "P"
"2468" "GO:0002459" "P"
"2469" "GO:0002460" "P"
"2470" "GO:0002461" "P"
"2472" "GO:0002462" "P"
"2473" "GO:0002463" "P"
"2475" "GO:0002464" "P"
"2477" "GO:0002465" "P"
"2478" "GO:0002466" "P"
"2480" "GO:0002467" "P"
"2482" "GO:0002468" "P"
"2483" "GO:0002469" "P"
"2484" "GO:0002470" "P"
"2485" "GO:0002471" "P"
"2486" "GO:0002472" "P"
"2487" "GO:0002473" "P"
"2488" "GO:0002474" "P"
"2489" "GO:0002475" "P"
"2490" "GO:0002476" "P"
"2492" "GO:0002477" "P"
"2494" "GO:0002478" "P"
"2496" "GO:0002479" "P"
"2497" "GO:0002480" "P"
"2498" "GO:0002481" "P"
"2499" "GO:0002482" "P"
"2500" "GO:0002483" "P"
"2502" "GO:0002484" "P"
"2503" "GO:0002485" "P"
"2504" "GO:0002486" "P"
"2505" "GO:0002487" "P"
"2506" "GO:0002488" "P"
"2507" "GO:0002489" "P"
"2508" "GO:0002490" "P"
"2509" "GO:0002491" "P"
"2511" "GO:0002492" "P"
"2512" "GO:0002493" "P"
"2513" "GO:0002494" "P"
"2514" "GO:0002495" "P"
"2516" "GO:0002496" "P"
"2517" "GO:0002497" "P"
"2518" "GO:0002498" "P"
"2519" "GO:0002499" "P"
"2520" "GO:0002500" "P"
"2521" "GO:0002501" "P"
"2522" "GO:0002502" "P"
"2523" "GO:0002503" "P"
"2524" "GO:0002504" "P"
"2525" "GO:0002505" "P"
"2526" "GO:0002506" "P"
"2527" "GO:0002507" "P"
"2528" "GO:0002508" "P"
"2529" "GO:0002509" "P"
"2531" "GO:0002510" "P"
"2533" "GO:0002511" "P"
"2534" "GO:0002512" "P"
"2536" "GO:0002513" "P"
"2537" "GO:0002514" "P"
"2538" "GO:0002515" "P"
"2540" "GO:0002516" "P"
"2542" "GO:0002517" "P"
"2543" "GO:0002518" "P"
"2544" "GO:0002519" "P"
"2545" "GO:0002520" "P"
"2547" "GO:0002521" "P"
"2548" "GO:0002522" "P"
"2550" "GO:0002523" "P"
"2551" "GO:0002524" "P"
"2552" "GO:0002525" "P"
"2553" "GO:0002526" "P"
"2554" "GO:0002527" "P"
"2555" "GO:0002528" "P"
"2556" "GO:0002529" "P"
"2557" "GO:0002530" "P"
"2558" "GO:0002531" "P"
"2559" "GO:0002532" "P"
"2560" "GO:0002533" "P"
"2561" "GO:0002534" "P"
"2563" "GO:0002535" "P"
"2564" "GO:0002536" "P"
"2566" "GO:0002537" "P"
"2567" "GO:0002538" "P"
"2568" "GO:0002539" "P"
"2569" "GO:0002540" "P"
"2570" "GO:0002541" "P"
"2571" "GO:0002542" "P"
"2573" "GO:0002543" "P"
"2574" "GO:0002544" "P"
"2575" "GO:0002545" "P"
"2576" "GO:0002546" "P"
"2578" "GO:0002547" "P"
"2580" "GO:0002548" "P"
"2583" "GO:0002549" "P"
"2585" "GO:0002550" "P"
"2587" "GO:0002551" "P"
"2589" "GO:0002552" "P"
"2592" "GO:0002553" "P"
"2595" "GO:0002554" "P"
"2597" "GO:0002555" "P"
"2599" "GO:0002556" "P"
"2601" "GO:0002557" "P"
"2603" "GO:0002558" "P"
"2605" "GO:0002559" "P"
"2607" "GO:0002560" "P"
"2608" "GO:0002561" "P"
"2610" "GO:0002562" "P"
"2612" "GO:0002563" "P"
"2613" "GO:0002564" "P"
"2615" "GO:0002565" "P"
"2617" "GO:0002566" "P"
"2618" "GO:0002567" "P"
"2619" "GO:0002568" "P"
"2620" "GO:0002569" "P"
"2621" "GO:0002570" "P"
"2623" "GO:0002571" "P"
"2625" "GO:0002572" "P"
"2626" "GO:0002573" "P"
"2628" "GO:0002574" "P"
"2629" "GO:0002575" "P"
"2630" "GO:0002576" "P"
"2631" "GO:0002577" "P"
"2632" "GO:0002578" "P"
"2634" "GO:0002579" "P"
"2636" "GO:0002580" "P"
"2637" "GO:0002581" "P"
"2639" "GO:0002582" "P"
"2641" "GO:0002583" "P"
"2642" "GO:0002584" "P"
"2644" "GO:0002585" "P"
"2646" "GO:0002586" "P"
"2648" "GO:0002587" "P"
"2651" "GO:0002588" "P"
"2654" "GO:0002589" "P"
"2655" "GO:0002590" "P"
"2657" "GO:0002591" "P"
"2659" "GO:0002592" "P"
"2660" "GO:0002593" "P"
"2662" "GO:0002594" "P"
"2664" "GO:0002595" "P"
"2666" "GO:0002596" "P"
"2669" "GO:0002597" "P"
"2672" "GO:0002598" "P"
"2673" "GO:0002599" "P"
"2675" "GO:0002600" "P"
"2677" "GO:0002601" "P"
"2678" "GO:0002602" "P"
"2680" "GO:0002603" "P"
"2682" "GO:0002604" "P"
"2683" "GO:0002605" "P"
