ID	Protein_copy_number	mRNA_copy_number	Protein_half-life_h	mRNA_half-life_h
ENSMUST00000023353	134922.64	62.1	40.95	11.28
ENSMUST00000023357	2120.49	14.24	17.41	5.98
ENSMUST00000023359	2803.67	24.27	6.8	5.84
ENSMUST00000115794	2803.67	24.27	6.8	5.84
ENSMUST00000115795	2803.67	24.27	6.8	5.84
ENSMUST00000023361	35586.08	21.25	56.88	16.71
ENSMUST00000115804	35586.08	21.25	56.88	16.71
ENSMUST00000023362	801.62	15.4	68.11	7.91
ENSMUST00000023363	815.26	24.19	4.59	9.92
ENSMUST00000023382	276059.48	32.56	18.24	10.17
ENSMUST00000063520	276059.48	32.56	18.24	10.17
ENSMUST00000063542	276059.48	32.56	18.24	10.17
ENSMUST00000114661	276059.48	32.56	18.24	10.17
ENSMUST00000116602	276059.48	32.56	18.24	10.17
ENSMUST00000023391	19650.24	16.47	52.92	8.65
ENSMUST00000023393	2684.17	5.47	137.13	14.53
ENSMUST00000023396	69413.04	18.47	79.49	8.81
ENSMUST00000023405	27046.68	5.74	59.14	8.38
ENSMUST00000099646	27046.68	5.74	59.14	8.38
ENSMUST00000118438	27046.68	5.74	59.14	8.38
ENSMUST00000023407	13858.59	11.26	62.52	6.6
ENSMUST00000023431	1307.79	5.75	14.79	7.34
ENSMUST00000023432	30247.28	6.85	481.68	7.26
ENSMUST00000023433	87553.98	39.72	50.03	9.96
ENSMUST00000023449	18019.88	5.07	26.16	7.99
ENSMUST00000023453	33214.58	22.71	80.9	15.09
ENSMUST00000023455	3158.21	18.66	12.99	10.87
ENSMUST00000061792	3158.21	18.66	12.99	10.87
ENSMUST00000115721	3158.21	18.66	12.99	10.87
ENSMUST00000023460	27592.52	15.74	52.05	9.06
ENSMUST00000023462	301434.43	31.99	53.2	9.87
ENSMUST00000069107	301434.43	31.99	53.2	9.87
ENSMUST00000115731	301434.43	31.99	53.2	9.87
ENSMUST00000023465	1406.26	11.28	24.98	8.11
ENSMUST00000119787	1406.26	11.28	24.98	8.11
ENSMUST00000023467	78937.2	18.88	60.68	9.61
ENSMUST00000023477	41305.51	16.94	121.21	7.17
ENSMUST00000047122	41305.51	16.94	121.21	7.17
ENSMUST00000115749	41305.51	16.94	121.21	7.17
ENSMUST00000023486	165157.31	46.86	26.24	21.24
ENSMUST00000120680	165157.31	46.86	26.24	21.24
ENSMUST00000023489	9501.86	10.62	7.12	8.45
ENSMUST00000023491	788.58	6.36	13.17	4.61
ENSMUST00000023502	18849.83	16.6	87.96	12.33
ENSMUST00000023507	15804	7.04	32.89	6.78
ENSMUST00000114750	15804	7.04	32.89	6.78
ENSMUST00000023510	236433.04	26.23	72.67	10.67
ENSMUST00000023514	91481.02	NA	204.79	NA
ENSMUST00000023524	7183.08	2.6	92.76	4.68
ENSMUST00000023525	8647.39	5.77	31.38	5
ENSMUST00000023535	991.73	5.43	22.41	3.92
ENSMUST00000023538	541.29	6.04	43.29	16.32
ENSMUST00000114930	541.29	6.04	43.29	16.32
ENSMUST00000023550	15975.81	10.72	131.16	15.44
ENSMUST00000023555	4689.58	2.09	41.72	8.43
ENSMUST00000023564	184508.84	36.15	79.03	7.16
ENSMUST00000023580	226.95	7.44	18.26	9.35
ENSMUST00000023599	13490.84	41.42	80.55	3.12
ENSMUST00000115341	13490.84	41.42	80.55	3.12
ENSMUST00000077605	13490.84	41.42	80.55	3.12
ENSMUST00000023608	3401.36	79.03	125.93	12.15
ENSMUST00000114191	3401.36	79.03	125.93	12.15
ENSMUST00000114193	3401.36	79.03	125.93	12.15
ENSMUST00000023615	1693.38	10.09	42.5	8.37
ENSMUST00000023630	59646.64	17.8	133.52	12.7
ENSMUST00000023666	10459.94	19.32	17.56	8.49
ENSMUST00000117099	10459.94	19.32	17.56	8.49
ENSMUST00000023677	424131.37	130.38	326.85	14.35
ENSMUST00000023683	10748.03	42.67	16.13	8.01
ENSMUST00000117633	10748.03	42.67	16.13	8.01
ENSMUST00000114037	10748.03	42.67	16.13	8.01
ENSMUST00000023684	80276.71	28.11	98.37	14.13
ENSMUST00000120450	80276.71	28.11	98.37	14.13
ENSMUST00000023686	6151.82	8.14	27.8	10.36
ENSMUST00000023694	2204.04	12.77	15	11.6
ENSMUST00000023696	38.73	3.33	12.88	7.7
ENSMUST00000118390	38.73	3.33	12.88	7.7
ENSMUST00000023698	2121.56	10.63	84.78	4.05
ENSMUST00000118522	2121.56	10.63	84.78	4.05
ENSMUST00000023707	953566.01	298.68	183.25	14.86
ENSMUST00000023709	1633.49	NA	30.15	NA
ENSMUST00000023714	740.07	NA	3.89	NA
ENSMUST00000023741	306.1	NA	19.26	4.95
ENSMUST00000023756	15674.18	NA	6.3	10.65
ENSMUST00000023759	2073.42	NA	15.25	6.52
ENSMUST00000023760	22343.59	NA	216.71	NA
ENSMUST00000023762	37992.09	NA	29.79	9.77
ENSMUST00000109035	37992.09	NA	29.79	9.77
ENSMUST00000023805	1644.8	NA	57.77	7.2
ENSMUST00000023813	2407.57	NA	34.37	8.91
ENSMUST00000023851	51641.83	53.35	50.27	10.93
ENSMUST00000023867	60219.77	29.36	59.72	7.88
ENSMUST00000023869	62323.55	56.49	16.54	10.25
ENSMUST00000023873	38556.72	27.37	144.87	11.63
ENSMUST00000023882	16952.94	29.28	34.61	17.52
ENSMUST00000023913	1784.19	6.51	62.17	9.55
ENSMUST00000023918	383.48	37.31	15.02	8.64
ENSMUST00000097543	383.48	37.31	15.02	8.64
ENSMUST00000111887	383.48	37.31	15.02	8.64
ENSMUST00000023924	11807.51	5.7	154.33	9.14
ENSMUST00000024031	28961.96	9.13	219.47	12
ENSMUST00000024042	16807.91	NA	56.6	15.13
ENSMUST00000024047	48298.29	11.46	94.66	9.66
ENSMUST00000024056	2729.91	NA	4.95	11.04
ENSMUST00000105582	2729.91	NA	4.95	11.04
ENSMUST00000105583	2729.91	NA	4.95	11.04
ENSMUST00000103175	2729.91	NA	4.95	11.04
ENSMUST00000105581	2729.91	NA	4.95	11.04
ENSMUST00000024078	16370.51	13.82	16.93	12.48
ENSMUST00000024119	3163.35	36.22	13.62	9.77
ENSMUST00000024223	850530.28	147.79	250.92	24.57
ENSMUST00000024260	8760.03	36.32	13.56	9.52
ENSMUST00000024486	70205.52	24.86	75.79	6.54
ENSMUST00000107916	70205.52	24.86	75.79	6.54
ENSMUST00000118784	70205.52	24.86	75.79	6.54
ENSMUST00000092795	70205.52	24.86	75.79	6.54
ENSMUST00000107915	70205.52	24.86	75.79	6.54
ENSMUST00000024553	1358.19	8.91	66.36	13.05
ENSMUST00000096109	1358.19	8.91	66.36	13.05
ENSMUST00000024594	2084.79	13.02	24.27	12.07
ENSMUST00000024599	1552.24	2.47	83.43	26.12
ENSMUST00000024619	893.05	9.66	64.14	11.68
ENSMUST00000024575	893.05	9.66	64.14	11.68
ENSMUST00000024620	1379.3	14.2	8.98	6.13
ENSMUST00000024627	5226.12	11.12	27.49	4.71
ENSMUST00000024637	11519.69	NA	220.42	NA
ENSMUST00000046754	11519.69	NA	220.42	NA
ENSMUST00000024657	759.33	29.18	49.14	6.7
ENSMUST00000115639	759.33	29.18	49.14	6.7
ENSMUST00000024709	7470.62	9.92	61.18	9.2
ENSMUST00000024717	750.17	3.39	60.22	15.22
ENSMUST00000095246	750.17	3.39	60.22	15.22
ENSMUST00000097308	750.17	3.39	60.22	15.22
ENSMUST00000024727	45401.27	17.22	34.06	9.01
ENSMUST00000024734	33354.14	43.32	24.63	11.69
ENSMUST00000024739	2639897.25	898.58	77.4	19.09
ENSMUST00000024739	4751.99	NA	27.62	NA
ENSMUST00000024763	4653.06	38.21	56.54	10.27
ENSMUST00000024778	14355.83	9.75	59.78	5.07
ENSMUST00000024783	47278.95	17.16	27.63	13.87
ENSMUST00000024802	78485.91	42.3	129.47	7.23
ENSMUST00000024815	7631.18	3.82	50.15	5.24
ENSMUST00000114648	7631.18	3.82	50.15	5.24
ENSMUST00000024816	3251.88	20.24	57.13	11.19
ENSMUST00000024823	138566.26	21.81	162.68	7.79
ENSMUST00000024840	1880.79	7.75	20.02	4.72
ENSMUST00000112687	1880.79	7.75	20.02	4.72
ENSMUST00000024843	11230.08	16.49	54.48	16.37
ENSMUST00000080208	11230.08	16.49	54.48	16.37
ENSMUST00000112678	11230.08	16.49	54.48	16.37
ENSMUST00000112679	11230.08	16.49	54.48	16.37
ENSMUST00000112680	11230.08	16.49	54.48	16.37
ENSMUST00000077529	11230.08	16.49	54.48	16.37
ENSMUST00000024846	1376759.97	97.98	44.44	14.55
ENSMUST00000024850	18178.51	11.75	48.58	11.08
ENSMUST00000024851	2372.02	7.87	45.32	10.26
ENSMUST00000024866	30844.76	41.43	40.41	14.94
ENSMUST00000024869	1119.3	4.54	31.75	6.74
ENSMUST00000024873	17952.4	9.88	15.05	10.65
ENSMUST00000024874	17952.4	9.88	15.05	10.65
ENSMUST00000024879	8380.77	13.47	31.57	10.32
ENSMUST00000024881	10002.58	7.05	100.48	6.6
ENSMUST00000024882	4275.57	10.2	51.43	20.08
ENSMUST00000024884	19324.56	8.06	90.07	9.78
ENSMUST00000024885	13790.13	19.34	47.03	12.89
ENSMUST00000024887	2260	5.04	26.7	10.05
ENSMUST00000024897	258958.37	43.46	117.04	6.85
ENSMUST00000024906	7590.38	17.16	8.19	14.36
ENSMUST00000024909	51508.28	25.61	38.51	15.54
ENSMUST00000024932	45659.74	NA	660.72	NA
ENSMUST00000098862	45659.74	NA	660.72	NA
ENSMUST00000024946	128199.45	19.33	314.06	9.58
ENSMUST00000024963	44321.02	NA	53.82	11.59
ENSMUST00000024967	21385.97	NA	85.87	11.56
ENSMUST00000024974	17212.62	16.27	111.05	13.68
ENSMUST00000118788	17212.62	16.27	111.05	13.68
ENSMUST00000024979	7616.44	12.46	78.6	12.81
ENSMUST00000041956	7616.44	12.46	78.6	12.81
ENSMUST00000075695	7616.44	12.46	78.6	12.81
ENSMUST00000092778	7616.44	12.46	78.6	12.81
ENSMUST00000103169	7616.44	12.46	78.6	12.81
ENSMUST00000024981	23150.18	28.02	32.12	9.21
ENSMUST00000024987	365.9	7.8	39.59	7.72
ENSMUST00000115180	365.9	7.8	39.59	7.72
ENSMUST00000115181	365.9	7.8	39.59	7.72
ENSMUST00000025007	6716.27	11.01	152.53	14.6
ENSMUST00000025014	25231.95	44.43	95.42	11.95
ENSMUST00000025027	70489.86	31.5	189.87	10.89
ENSMUST00000025045	25969.83	86.44	32.97	16.8
ENSMUST00000025050	14003.1	26.97	75.19	10.64
ENSMUST00000062397	14003.1	26.97	75.19	10.64
ENSMUST00000114886	14003.1	26.97	75.19	10.64
ENSMUST00000025058	651.87	2.93	123.73	8.68
ENSMUST00000088027	651.87	2.93	123.73	8.68
ENSMUST00000097358	651.87	2.93	123.73	8.68
ENSMUST00000114842	651.87	2.93	123.73	8.68
ENSMUST00000025073	3125.42	6.71	47.44	13.44
ENSMUST00000080089	3125.42	6.71	47.44	13.44
ENSMUST00000115872	3125.42	6.71	47.44	13.44
ENSMUST00000025083	31132.65	18	67.67	12.34
ENSMUST00000025095	50179.25	NA	57.98	NA
ENSMUST00000025106	27481.26	16.62	41.62	4.67
ENSMUST00000025109	624.41	10.37	30.99	9.95
ENSMUST00000025127	1566.43	7.63	59.87	16.13
ENSMUST00000025137	14875.71	6.17	155.84	9.31
ENSMUST00000025161	29125.88	105.02	11.27	25.54
ENSMUST00000114350	29125.88	105.02	11.27	25.54
ENSMUST00000025163	58306.58	52.12	44.5	11.11
ENSMUST00000025166	7446.38	21.22	13.21	19.23
ENSMUST00000115852	7446.38	21.22	13.21	19.23
ENSMUST00000025170	21737.03	31.31	19.26	9.97
ENSMUST00000025177	90.07	NA	89.18	NA
ENSMUST00000025178	1222.54	13.64	82.6	11.7
ENSMUST00000114330	1222.54	13.64	82.6	11.7
ENSMUST00000025181	60870.55	NA	5.91	NA
ENSMUST00000025186	15438.92	74.09	143.53	10.72
ENSMUST00000025193	1200.96	NA	7.12	NA
ENSMUST00000114241	1200.96	NA	7.12	NA
ENSMUST00000114242	1200.96	NA	7.12	NA
ENSMUST00000025197	1447.85	20.83	56.44	17.17
ENSMUST00000025204	166112.62	28.09	54.72	16.74
ENSMUST00000025207	10486.52	9.62	41.74	14.88
ENSMUST00000115728	10486.52	9.62	41.74	14.88
ENSMUST00000025217	497383.72	134.72	120.53	14.78
ENSMUST00000025218	142317.97	41.65	85.92	10.97
ENSMUST00000025228	7513.35	10.55	355.74	10.46
ENSMUST00000025239	26426.7	17.9	90.8	13.17
ENSMUST00000115796	26426.7	17.9	90.8	13.17
ENSMUST00000091967	26426.7	17.9	90.8	13.17
ENSMUST00000025243	1618.77	3.09	29.53	9.96
ENSMUST00000025246	144015.39	65.49	63.12	13.45
ENSMUST00000025250	50838.16	51.72	24.16	16.44
ENSMUST00000087274	50838.16	51.72	24.16	16.44
ENSMUST00000025253	5829.17	62.52	65.04	13.62
ENSMUST00000025264	1192.64	5.68	50.73	8.53
ENSMUST00000025278	37610.28	41.98	64.36	7.17
ENSMUST00000096579	37610.28	41.98	64.36	7.17
ENSMUST00000025290	16682.75	15.65	23.88	5.82
ENSMUST00000025292	2120.58	13.35	25.71	15
ENSMUST00000025300	4865.22	10.45	32.87	5.17
ENSMUST00000097592	4865.22	10.45	32.87	5.17
ENSMUST00000115567	4865.22	10.45	32.87	5.17
ENSMUST00000115571	4865.22	10.45	32.87	5.17
ENSMUST00000115569	4865.22	10.45	32.87	5.17
ENSMUST00000025305	13231.15	43.59	77.02	7.48
ENSMUST00000113782	13231.15	43.59	77.02	7.48
ENSMUST00000025337	6119.44	7.33	58.78	15.25
ENSMUST00000080033	6119.44	7.33	58.78	15.25
ENSMUST00000115634	6119.44	7.33	58.78	15.25
ENSMUST00000115631	6119.44	7.33	58.78	15.25
ENSMUST00000025357	24541.34	NA	113.36	NA
ENSMUST00000025375	24590.98	16.47	85.08	8.31
ENSMUST00000115545	24590.98	16.47	85.08	8.31
ENSMUST00000025393	3250.89	14.44	41.04	7.44
ENSMUST00000114939	3250.89	14.44	41.04	7.44
ENSMUST00000025394	3034.93	10.51	33.15	9.24
ENSMUST00000025403	4576.32	6.15	156.47	6.75
ENSMUST00000025406	4970.07	9.45	22.76	2.8
ENSMUST00000025408	9114.98	15.49	95.66	10.85
ENSMUST00000025417	3840.99	3.19	59.39	4.06
ENSMUST00000025418	31285.79	13.43	124.18	7.28
ENSMUST00000025419	71540.2	39.35	12.69	11.45
ENSMUST00000025420	4382.79	2.33	31.53	11.69
ENSMUST00000122412	4382.79	2.33	31.53	11.69
ENSMUST00000025439	23702.69	14.7	80.94	17.75
ENSMUST00000025453	5183.22	11.38	30.12	7.85
ENSMUST00000091831	5183.22	11.38	30.12	7.85
ENSMUST00000025462	1623.48	12.99	12.62	10.13
ENSMUST00000025463	12807.35	NA	68.11	NA
ENSMUST00000025464	11928.4	8.51	34.82	20.67
ENSMUST00000025469	61244.07	37.47	22.18	6.94
ENSMUST00000115246	61244.07	37.47	22.18	6.94
ENSMUST00000025472	6727.43	2.42	147.37	6.36
ENSMUST00000025474	11227.1	3.14	44.97	6.56
ENSMUST00000025476	173741.88	20.54	31.83	12.71
ENSMUST00000025483	232682.04	71.2	667.35	12.74
ENSMUST00000025484	2762.66	NA	47.97	NA
ENSMUST00000091055	2762.66	NA	47.97	NA
ENSMUST00000025485	1578.74	3.62	86.9	12.67
ENSMUST00000080418	1578.74	3.62	86.9	12.67
ENSMUST00000091871	1578.74	3.62	86.9	12.67
ENSMUST00000025486	135930.71	24.09	114.16	7.14
ENSMUST00000025503	27423.69	6.38	259.84	17.57
ENSMUST00000025505	3815.97	9.58	43.93	6.23
ENSMUST00000115326	3815.97	9.58	43.93	6.23
ENSMUST00000025506	17929.41	16.26	31	5.53
ENSMUST00000025511	1890198.53	341.76	232.5	15.53
ENSMUST00000118551	1890198.53	341.76	232.5	15.53
ENSMUST00000122279	1890198.53	341.76	232.5	15.53
ENSMUST00000025515	17355.52	NA	85.97	17.08
ENSMUST00000025541	41869.68	8.37	30.68	8.38
ENSMUST00000025542	868683.07	188.75	66.72	13.25
ENSMUST00000025546	29412.35	NA	281.76	11.35
ENSMUST00000097500	29412.35	NA	281.76	11.35
ENSMUST00000025561	1740349.35	158.26	74.13	8.97
ENSMUST00000099584	1740349.35	158.26	74.13	8.97
ENSMUST00000025562	1705.47	35.64	5.14	8.05
ENSMUST00000113168	1705.47	35.64	5.14	8.05
ENSMUST00000025563	113183.2	2254.97	13.13	22.91
ENSMUST00000025566	3229.68	27.63	7.65	14.08
ENSMUST00000025567	11816.23	30.68	9.62	12.64
ENSMUST00000025570	2430.97	9.3	7.3	10.26
ENSMUST00000025586	18078.78	22.95	19.12	6.92
ENSMUST00000025590	9341.94	14.09	100.39	8.01
ENSMUST00000025595	3193.29	19.89	7.48	5.21
ENSMUST00000025617	26038.7	12.51	19.85	13.21
ENSMUST00000025631	91420.93	20.23	70.73	17.34
ENSMUST00000025632	11871.75	NA	189.31	NA
ENSMUST00000025639	13929.89	13.54	20.03	9.37
ENSMUST00000025642	278512.75	107.64	107.44	12.33
ENSMUST00000025649	94702.56	186.08	9.71	16.69
ENSMUST00000025651	141837.91	37.46	38.58	5.42
ENSMUST00000116542	141837.91	37.46	38.58	5.42
ENSMUST00000025667	198834.61	36.17	117.44	19.27
ENSMUST00000065304	198834.61	36.17	117.44	19.27
ENSMUST00000088169	198834.61	36.17	117.44	19.27
ENSMUST00000088171	198834.61	36.17	117.44	19.27
ENSMUST00000025668	37992.34	10.96	44.57	7.5
ENSMUST00000025675	13254.38	12.21	19.71	4.5
ENSMUST00000025679	314695.34	60.24	73.09	10.87
ENSMUST00000025684	376245.35	75.53	53.54	12.54
ENSMUST00000099884	376245.35	75.53	53.54	12.54
ENSMUST00000025707	5253.02	16.69	67.28	7.87
ENSMUST00000025711	2430.1	10.73	54.99	12.63
ENSMUST00000025714	60134.52	10.18	123.07	6.02
ENSMUST00000025723	1007.05	16.99	21.78	6.74
ENSMUST00000067194	1007.05	16.99	21.78	6.74
ENSMUST00000025728	1496.34	14.55	9.85	10.5
ENSMUST00000025743	36736.02	12	61.24	11.86
ENSMUST00000025745	36736.02	12	61.24	11.86
ENSMUST00000025746	6628.11	25.28	21.34	8.19
ENSMUST00000118623	6628.11	25.28	21.34	8.19
ENSMUST00000025747	27691.1	14.23	70.76	16.32
ENSMUST00000025751	288.74	2.54	37.45	7.47
ENSMUST00000025752	13120.44	25.73	36.67	8.63
ENSMUST00000025759	30092.13	30.48	8.18	8.72
ENSMUST00000025760	13354.27	21.02	18.82	5
ENSMUST00000072055	13354.27	21.02	18.82	5
ENSMUST00000025762	159992.02	139.66	159.35	12.88
ENSMUST00000025767	53169.27	44.73	30.41	13.18
ENSMUST00000117831	53169.27	44.73	30.41	13.18
ENSMUST00000025774	45232.79	74.49	27.8	15.86
ENSMUST00000025786	7077.84	8.82	34.6	15.46
ENSMUST00000025802	1875.25	12.61	359.24	12.27
ENSMUST00000025804	141556.42	65.13	71.7	15.57
ENSMUST00000025811	5803.49	26.32	32.6	16.29
ENSMUST00000025815	14732.51	6.18	47.62	4.22
ENSMUST00000025818	13882.48	35.31	76.36	7.55
ENSMUST00000025835	698.28	17.53	49.02	11.2
ENSMUST00000025836	42725.71	24.97	29.55	7.58
ENSMUST00000025841	797.14	10.37	14.54	5.73
ENSMUST00000025846	14778.24	21.59	40.68	8.71
ENSMUST00000113997	14778.24	21.59	40.68	8.71
ENSMUST00000025847	882.95	23.09	8.34	5.7
ENSMUST00000025851	66658.8	35.2	216.79	13.65
ENSMUST00000025851	2014.58	NA	164.14	NA
ENSMUST00000025853	46373.43	95.34	43.74	19.32
ENSMUST00000113674	46373.43	95.34	43.74	19.32
ENSMUST00000025864	5827.05	43.84	29.54	12.09
ENSMUST00000025867	11392.08	40.52	23.53	7.93
ENSMUST00000025885	38940.28	51.22	24.76	8.64
ENSMUST00000025890	7443.13	31.51	47.94	10.98
ENSMUST00000025891	15975.01	18.16	149.7	16.52
ENSMUST00000025893	45269.99	13.47	143.98	7.69
ENSMUST00000025903	2189.48	26.94	29.38	11.41
ENSMUST00000025904	385924.77	95.98	106.87	10.3
ENSMUST00000099807	385924.77	95.98	106.87	10.3
ENSMUST00000025912	2141.6	9.5	46.07	10.17
ENSMUST00000025918	456015.02	134.66	157.33	16.72
ENSMUST00000025920	354.42	9.58	10.21	6.08
ENSMUST00000066646	354.42	9.58	10.21	6.08
ENSMUST00000025930	41281.48	25.64	52.32	9.3
ENSMUST00000025932	3582.99	8.74	53.34	7.23
ENSMUST00000025955	133154.93	NA	49.89	10.25
ENSMUST00000025957	3404.55	NA	39.82	8.32
ENSMUST00000119633	3404.55	NA	39.82	8.32
ENSMUST00000025961	123700.39	NA	3323.46	10.43
ENSMUST00000025963	7660.64	8.32	46.2	9.17
ENSMUST00000025965	16776.07	22.32	9.35	6.05
ENSMUST00000025979	75874.92	21.12	107.25	8.8
ENSMUST00000025997	14959.23	16.72	14.79	6.89
ENSMUST00000026009	47751.94	15.15	108.11	17.28
ENSMUST00000026013	28999.09	5.83	291.27	23.59
ENSMUST00000026016	4136.09	6.55	9.9	11.91
ENSMUST00000026039	4830.94	3.59	74.29	11.21
ENSMUST00000113978	4830.94	3.59	74.29	11.21
ENSMUST00000081161	4830.94	3.59	74.29	11.21
ENSMUST00000026043	17758.62	16.7	61.47	10.33
ENSMUST00000051691	17758.62	16.7	61.47	10.33
ENSMUST00000026050	724619.11	157.28	169.38	11.95
ENSMUST00000026062	2543.46	3.72	31.75	6.4
ENSMUST00000026122	1079169.38	NA	122.11	27.69
ENSMUST00000026125	383217.81	NA	54.34	8.26
ENSMUST00000081527	383217.81	NA	54.34	8.26
ENSMUST00000026126	858.73	16.6	21.22	14.05
ENSMUST00000026129	14576.29	NA	374.33	6.31
ENSMUST00000106188	14576.29	NA	374.33	6.31
ENSMUST00000026135	9946.62	NA	48.08	10.14
ENSMUST00000106158	9946.62	NA	48.08	10.14
ENSMUST00000106159	9946.62	NA	48.08	10.14
ENSMUST00000026139	3441.47	NA	61.86	4.52
ENSMUST00000026142	16650.17	164.2	2.25	16.35
ENSMUST00000026144	11404.28	NA	47.21	NA
ENSMUST00000106148	11404.28	NA	47.21	NA
ENSMUST00000026151	725.04	NA	17.4	6.98
ENSMUST00000106133	725.04	NA	17.4	6.98
ENSMUST00000106135	725.04	NA	17.4	6.98
ENSMUST00000026168	5483.5	13.18	65.04	9.51
ENSMUST00000026169	8556.31	NA	44.83	14.48
ENSMUST00000026173	19706.63	NA	53.25	9.9
ENSMUST00000106110	19706.63	NA	53.25	9.9
ENSMUST00000026190	392.68	19.12	2.45	20.29
ENSMUST00000026196	123073.43	16.43	722.19	8.5
ENSMUST00000026217	2340.06	13.36	48.31	6.19
ENSMUST00000112015	2340.06	13.36	48.31	6.19
ENSMUST00000026218	4807.02	3.24	51.25	5.68
ENSMUST00000026219	5099.88	18.24	29.85	5.78
ENSMUST00000079033	5099.88	18.24	29.85	5.78
ENSMUST00000026221	6935.21	54.14	5.24	9.29
ENSMUST00000026220	6935.21	54.14	5.24	9.29
ENSMUST00000041331	6935.21	54.14	5.24	9.29
ENSMUST00000058856	6935.21	54.14	5.24	9.29
ENSMUST00000026222	19081.8	86.54	294.33	15.52
ENSMUST00000026243	5237.88	25.14	39.42	8.48
ENSMUST00000070185	5237.88	25.14	39.42	8.48
ENSMUST00000026254	8465.17	13.32	35.24	14.66
ENSMUST00000026256	10258.8	7.77	27.13	7.28
ENSMUST00000026264	10735.5	13.37	72.06	10.72
ENSMUST00000026266	10660.35	9.25	172.16	6.05
ENSMUST00000026270	12756.15	NA	86.44	8.29
ENSMUST00000026274	2434.64	NA	62.05	7.43
ENSMUST00000098258	2434.64	NA	62.05	7.43
ENSMUST00000026289	397593.19	47.58	601.25	15.09
ENSMUST00000112617	397593.19	47.58	601.25	15.09
ENSMUST00000026292	11041.47	37.09	21.2	18.45
ENSMUST00000112622	11041.47	37.09	21.2	18.45
ENSMUST00000026295	14911.14	10.6	23.38	10.18
ENSMUST00000112683	14911.14	10.6	23.38	10.18
ENSMUST00000026302	8827.18	22.93	15.18	18.75
ENSMUST00000112699	8827.18	22.93	15.18	18.75
ENSMUST00000112700	8827.18	22.93	15.18	18.75
ENSMUST00000112702	8827.18	22.93	15.18	18.75
ENSMUST00000026322	781.12	6.45	6.28	6.37
ENSMUST00000026324	174546.33	46.78	666	11.79
ENSMUST00000052910	174546.33	46.78	666	11.79
ENSMUST00000026328	257110.32	68.16	114.02	12.29
ENSMUST00000112546	257110.32	68.16	114.02	12.29
ENSMUST00000026387	100538.48	22.12	37.95	5.98
ENSMUST00000026390	2903.5	10.46	24.7	3.57
ENSMUST00000119797	2903.5	10.46	24.7	3.57
ENSMUST00000026405	9115.69	NA	31.55	13.2
ENSMUST00000026407	254618.59	NA	57.49	12.45
ENSMUST00000105229	254618.59	NA	57.49	12.45
ENSMUST00000026409	23504.31	NA	12.3	10.89
ENSMUST00000116228	23504.31	NA	12.3	10.89
ENSMUST00000026415	51161.33	NA	46.9	4.72
ENSMUST00000026416	51161.33	NA	46.9	4.72
ENSMUST00000026420	1088172.69	NA	129.16	16.86
ENSMUST00000077208	1088172.69	NA	129.16	16.86
ENSMUST00000026425	503610.11	138.24	50.1	20.17
ENSMUST00000026427	10877.71	8.43	223.61	21.45
ENSMUST00000105234	10877.71	8.43	223.61	21.45
ENSMUST00000026428	7155.85	NA	78.22	NA
ENSMUST00000026433	19006.83	18.34	113.78	15.04
ENSMUST00000105235	19006.83	18.34	113.78	15.04
ENSMUST00000099131	19006.83	18.34	113.78	15.04
ENSMUST00000026434	2885.34	NA	79.39	10.45
ENSMUST00000026436	52368.28	NA	20.76	6
ENSMUST00000075180	52368.28	NA	20.76	6
ENSMUST00000103021	52368.28	NA	20.76	6
ENSMUST00000106233	52368.28	NA	20.76	6
ENSMUST00000106234	52368.28	NA	20.76	6
ENSMUST00000026446	118967	34.3	108.23	12.1
ENSMUST00000026459	1226393.08	394.35	239.92	18.5
ENSMUST00000026461	41525.69	34.54	23.95	6.13
ENSMUST00000026469	10061.35	20.16	17.63	4.01
ENSMUST00000105248	10061.35	20.16	17.63	4.01
ENSMUST00000099157	10061.35	20.16	17.63	4.01
ENSMUST00000099156	10061.35	20.16	17.63	4.01
ENSMUST00000026470	467994.99	76.43	91.08	10.68
ENSMUST00000026479	101921.85	60.49	56.1	11.62
ENSMUST00000026480	1142.52	10.13	20.17	6.7
ENSMUST00000106772	1142.52	10.13	20.17	6.7
ENSMUST00000106771	1142.52	10.13	20.17	6.7
ENSMUST00000026485	15513.9	4.84	137.51	8.43
ENSMUST00000097521	15513.9	4.84	137.51	8.43
ENSMUST00000097522	15513.9	4.84	137.51	8.43
ENSMUST00000026495	791717.07	126.54	412.94	19.1
ENSMUST00000026506	50548.76	47.71	40.49	10.11
ENSMUST00000026520	24758.67	NA	78.11	12.12
ENSMUST00000026537	2335.4	NA	79.53	NA
ENSMUST00000026538	85867.9	NA	333.95	8.42
ENSMUST00000026547	7901.77	NA	77.98	11.99
ENSMUST00000026558	8590.77	NA	28.73	10.98
ENSMUST00000026560	314340.28	NA	120.34	16.8
ENSMUST00000026565	547834.42	NA	11.18	16.44
ENSMUST00000026572	7670.03	NA	30.35	20.16
ENSMUST00000093979	7670.03	NA	30.35	20.16
ENSMUST00000097957	7670.03	NA	30.35	20.16
ENSMUST00000026576	494199.71	NA	118.55	14.96
ENSMUST00000026577	20920.46	NA	64.44	12.69
ENSMUST00000026585	2421.99	NA	7.48	13.44
ENSMUST00000117634	2421.99	NA	7.48	13.44
ENSMUST00000026599	28896.72	7.59	697.42	12.65
ENSMUST00000113414	28896.72	7.59	697.42	12.65
